CRS (RPM),AR (mm/min),F/A(MF),T/D3(MT),UEP (MPa),LEP (MPa),SE(kW· h/m3),FPI,TPI,PR(mm/r)
0.636364,0.274194,0.604317,0.169481,0.787879,0.650000,0.063051,0.173085,0.062214,0.213672
0.545455,0.274194,0.618699,0.198052,0.787879,0.750000,0.065989,0.164791,0.065066,0.231076
0.545455,0.193548,0.807558,0.671429,0.787879,0.725000,0.260226,0.293677,0.259137,0.161250
0.636364,0.112903,0.784175,0.491558,0.787879,0.675000,0.322486,0.469141,0.321576,0.082617
0.636364,0.145161,0.820142,0.575974,0.818182,0.775000,0.306667,0.404486,0.305567,0.108828
0.545455,0.112903,0.877694,0.740909,0.787879,0.725000,0.434011,0.488283,0.432946,0.091424
0.636364,0.145161,0.838131,0.042208,1.000000,0.825000,0.054915,0.412993,0.053409,0.108828
0.545455,0.193548,0.820142,0.169481,0.727273,0.700000,0.082825,0.298144,0.081426,0.161250
0.636364,0.193548,0.694240,0.322078,0.727273,0.700000,0.146441,0.271771,0.145465,0.148249
0.545455,0.193548,0.676263,0.237013,0.787879,0.725000,0.106441,0.247099,0.105441,0.161250
0.636364,0.193548,0.748196,0.406494,0.727273,0.725000,0.178531,0.292189,0.177486,0.148249
0.636364,0.112903,0.820142,0.491558,0.727273,0.725000,0.322599,0.489559,0.321576,0.082617
0.545455,0.080645,0.863844,0.420130,0.787879,0.800000,0.333220,0.606363,0.332083,0.063326
0.454545,0.112903,0.910065,0.237013,0.909091,0.900000,0.155028,0.470417,0.153471,0.101279
0.545455,0.354839,0.766186,0.491558,0.787879,0.775000,0.112655,0.159048,0.111445,0.301111
0.545455,0.354839,0.748196,0.575974,0.878788,0.850000,0.130621,0.155220,0.129456,0.301111
0.545455,0.274194,0.784175,0.575974,0.878788,0.825000,0.166667,0.208816,0.165478,0.231076
0.545455,0.193548,0.820142,0.830519,0.636364,0.650000,0.316610,0.298144,0.315572,0.161250
0.636364,0.193548,0.856109,1.000000,0.484848,0.650000,0.402599,0.333024,0.401627,0.148249
0.545455,0.193548,0.910065,0.745455,0.696970,0.750000,0.286893,0.330046,0.285553,0.161250
0.545455,0.193548,0.892088,1.000000,0.636364,0.650000,0.376723,0.323666,0.375610,0.161250
0.636364,0.516129,0.784175,0.237013,0.878788,0.750000,0.041582,0.119125,0.040258,0.410359
0.545455,0.354839,0.856109,0.575974,0.666667,0.700000,0.130847,0.178190,0.129456,0.301111
0.636364,0.080645,0.964033,0.618831,0.787879,0.775000,0.496836,0.719257,0.495685,0.056406
0.545455,0.274194,0.964033,1.000000,0.787879,0.850000,0.279548,0.256670,0.278049,0.231076
0.636364,0.080645,1.000000,0.745455,0.848485,0.875000,0.586893,0.744779,0.585741,0.056406
0.545455,0.193548,0.964033,1.000000,0.848485,0.900000,0.376949,0.349188,0.375610,0.161250
0.545455,0.241935,0.856109,0.830519,1.000000,0.925000,0.261808,0.255607,0.260539,0.203187
0.545455,0.435484,0.676263,0.745455,0.969697,0.850000,0.136384,0.113109,0.135460,0.370937
0.636364,0.354839,0.820142,0.661039,0.818182,0.775000,0.159548,0.183294,0.158274,0.279304
0.545455,0.193548,0.928054,0.914935,0.606061,0.700000,0.346893,0.336427,0.345591,0.161250
0.636364,0.354839,0.874098,0.406494,0.909091,0.825000,0.102147,0.195545,0.100638,0.279304
0.636364,0.274194,0.892088,0.745455,0.696970,0.725000,0.226893,0.254756,0.225516,0.213672
0.636364,0.112903,0.928054,0.830519,0.696970,0.775000,0.514689,0.550812,0.513696,0.082617
0.636364,0.274194,0.910065,0.830519,0.757576,0.800000,0.250960,0.259860,0.249531,0.213672
0.636364,0.193548,0.856109,0.745455,0.636364,0.650000,0.306780,0.333024,0.305567,0.148249
0.545455,0.274194,0.874098,0.830519,0.666667,0.700000,0.234350,0.232743,0.233021,0.231076
0.636364,0.112903,0.838131,0.881169,0.666667,0.725000,0.543277,0.499768,0.542514,0.082617
0.636364,0.193548,0.784175,0.237013,0.939394,0.775000,0.114689,0.305800,0.113447,0.148249
0.818182,0.193548,0.000000,0.152597,0.787879,0.725000,0.092655,0.012807,0.093433,0.126232
0.727273,0.354839,0.784175,0.575974,0.909091,0.950000,0.149831,0.187378,0.148668,0.260013
0.818182,0.354839,0.676263,0.703247,0.727273,0.750000,0.191525,0.172065,0.190694,0.242818
0.636364,0.193548,0.712229,0.491558,0.757576,0.850000,0.210395,0.278576,0.209507,0.148249
0.818182,0.193548,0.694240,0.575974,0.727273,0.850000,0.274350,0.308352,0.273546,0.126232
0.090909,0.145161,0.136688,0.084416,0.030303,0.150000,0.040000,0.042923,0.040399,0.203187
0.181818,0.193548,0.190645,0.109740,0.030303,0.175000,0.040226,0.049304,0.040399,0.237576
0.272727,0.225806,0.145689,0.194805,0.030303,0.150000,0.059209,0.035416,0.059530,0.248689
0.272727,0.290323,0.118699,0.084416,0.060606,0.175000,0.022712,0.019224,0.023102,0.318515
0.272727,0.306452,0.136688,0.101299,0.121212,0.275000,0.024294,0.020882,0.024663,0.335919
0.272727,0.370968,0.172667,0.101299,0.121212,0.275000,0.018418,0.020346,0.018618,0.405955
0.363636,0.354839,0.154678,0.097403,0.181818,0.275000,0.021808,0.022250,0.022049,0.354791
0.272727,0.322581,0.172667,0.126623,0.181818,0.325000,0.027458,0.025723,0.027653,0.353533
0.272727,0.435484,0.170857,0.118182,0.212121,0.275000,0.016384,0.014594,0.016585,0.475781
0.272727,0.403226,0.199645,0.103896,0.212121,0.300000,0.016497,0.021503,0.016627,0.440763
0.363636,0.387097,0.172667,0.101299,0.212121,0.300000,0.019774,0.022127,0.020056,0.387083
0.363636,0.403226,0.190645,0.084416,0.272727,0.350000,0.015819,0.023554,0.016027,0.403229
0.363636,0.387097,0.188847,0.025325,0.393939,0.350000,0.006893,0.024892,0.007045,0.387083
0.363636,0.467742,0.217623,0.033766,0.424242,0.400000,0.004746,0.021887,0.004878,0.467813
0.363636,0.467742,0.223016,0.016883,0.393939,0.375000,0.002373,0.022665,0.002441,0.467813
0.363636,0.403226,0.226623,0.067532,0.424242,0.350000,0.013220,0.029479,0.013241,0.403229
0.363636,0.467742,0.226623,0.000000,0.454545,0.375000,0.000000,0.023184,0.000000,0.467813
0.363636,0.435484,0.244601,0.033766,0.424242,0.400000,0.006215,0.028886,0.006178,0.435521
0.363636,0.435484,0.230219,0.050649,0.454545,0.400000,0.008701,0.026674,0.008780,0.435521
0.363636,0.435484,0.262590,0.025325,0.424242,0.425000,0.004859,0.031651,0.004878,0.435521
0.545455,0.435484,0.280580,0.025325,0.212121,0.325000,0.007910,0.042923,0.007880,0.370937
0.272727,0.467742,0.298557,0.101299,0.212121,0.325000,0.012542,0.029364,0.012383,0.510799
0.454545,0.451613,0.284175,0.103896,0.181818,0.300000,0.018418,0.037325,0.018308,0.415810
0.454545,0.370968,0.280580,0.070130,0.242424,0.275000,0.018192,0.047831,0.018179,0.340952
0.363636,0.435484,0.280580,0.075974,0.303030,0.300000,0.012768,0.034416,0.012683,0.435521
0.454545,0.516129,0.280580,0.135714,0.303030,0.375000,0.019096,0.030162,0.018987,0.475781
0.454545,0.516129,0.253601,0.109740,0.363636,0.375000,0.015367,0.026334,0.015385,0.475781
0.363636,0.500000,0.253601,0.108442,0.272727,0.350000,0.013785,0.024250,0.013830,0.499895
0.363636,0.516129,0.248196,0.133117,0.303030,0.350000,0.016271,0.022250,0.016252,0.516041
0.363636,0.548387,0.239208,0.070130,0.272727,0.400000,0.006780,0.018798,0.006775,0.548333
0.272727,0.403226,0.271579,0.109740,0.333333,0.400000,0.017514,0.032440,0.017528,0.440763
0.454545,0.596774,0.289568,0.133117,0.272727,0.350000,0.014576,0.024898,0.014469,0.550640
0.454545,0.532258,0.298557,0.085714,0.484848,0.475000,0.011299,0.031226,0.011212,0.490669
0.363636,0.435484,0.280580,0.084416,0.484848,0.475000,0.014011,0.034416,0.013983,0.435521
0.545455,0.532258,0.284175,0.067532,0.454545,0.400000,0.010508,0.032821,0.010380,0.454812
0.545455,0.500000,0.282377,0.067532,0.424242,0.475000,0.011977,0.035698,0.011854,0.426924
0.363636,0.435484,0.273377,0.101299,0.545455,0.525000,0.016610,0.033309,0.016585,0.435521
0.272727,0.403226,0.337753,0.237662,0.454545,0.450000,0.037175,0.042501,0.036941,0.440763
0.454545,0.403226,0.352513,0.169481,0.363636,0.475000,0.033672,0.055684,0.033396,0.370937
0.454545,0.500000,0.334536,0.126623,0.272727,0.400000,0.018983,0.039545,0.018741,0.460893
0.454545,0.387097,0.352513,0.177922,0.424242,0.425000,0.036949,0.058520,0.036731,0.356049
0.454545,0.322581,0.343525,0.169481,0.515152,0.500000,0.044068,0.070387,0.043836,0.296079
0.363636,0.354839,0.334536,0.084416,0.454545,0.475000,0.019887,0.055429,0.019707,0.354791
0.454545,0.306452,0.379491,0.192208,0.454545,0.475000,0.051977,0.082656,0.051653,0.280981
0.454545,0.387097,0.356109,0.203247,0.484848,0.425000,0.041582,0.059181,0.041402,0.356049
0.454545,0.354839,0.298557,0.194805,0.484848,0.500000,0.044294,0.054153,0.044203,0.326064
0.363636,0.354839,0.363312,0.279221,0.454545,0.475000,0.055819,0.060737,0.055610,0.354791
0.454545,0.338710,0.334536,0.169481,0.454545,0.500000,0.041582,0.064723,0.041402,0.310967
0.272727,0.306452,0.379491,0.330519,0.424242,0.500000,0.069153,0.067865,0.068872,0.335919
0.454545,0.387097,0.440651,0.406494,0.333333,0.475000,0.079209,0.074731,0.078757,0.356049
0.363636,0.258065,0.467629,0.175974,0.272727,0.400000,0.053220,0.111833,0.052734,0.258125
0.363636,0.145161,0.514382,0.406494,0.393939,0.425000,0.180904,0.207221,0.180488,0.145104
0.363636,0.080645,0.465831,0.317532,0.333333,0.375000,0.227119,0.293278,0.226831,0.080520
0.363636,0.096774,0.462235,0.292208,0.212121,0.300000,0.187232,0.256529,0.186993,0.096666
0.272727,0.129032,0.491011,0.186364,0.272727,0.400000,0.097175,0.199767,0.096708,0.143846
0.181818,0.193548,0.325535,0.177922,0.424242,0.475000,0.058079,0.084396,0.058011,0.237576
0.363636,0.032258,0.408267,0.279221,0.515152,0.525000,0.336497,0.428689,0.336585,0.032292
0.363636,0.161290,0.446044,0.307143,0.393939,0.425000,0.130734,0.165429,0.130356,0.161250
0.363636,0.064516,0.478415,0.351299,0.424242,0.525000,0.283842,0.346453,0.283623,0.064374
0.363636,0.032258,0.496404,0.448701,0.424242,0.500000,0.492655,0.509977,0.492683,0.032292
0.363636,0.000000,0.478415,0.335714,0.454545,0.500000,0.656271,0.836233,0.656585,0.000000
0.363636,0.112903,0.526872,0.575974,0.303030,0.400000,0.297853,0.258598,0.297561,0.112812
0.363636,0.048387,0.478415,0.496753,0.363636,0.375000,0.444520,0.407676,0.444554,0.048438
0.363636,0.112903,0.496404,0.508442,0.484848,0.525000,0.266554,0.244547,0.266341,0.112812
0.363636,0.080645,0.496404,0.433766,0.454545,0.500000,0.293898,0.310905,0.293659,0.080520
0.363636,0.032258,0.505393,0.637013,0.363636,0.425000,0.665650,0.518271,0.665951,0.032292
0.363636,0.032258,0.517989,0.542857,0.484848,0.475000,0.579209,0.529884,0.579317,0.032292
0.272727,0.112903,0.523383,0.555195,0.515152,0.475000,0.264859,0.235614,0.264540,0.126232
0.272727,0.064516,0.516192,0.488961,0.393939,0.400000,0.344294,0.341167,0.344048,0.073810
0.363636,0.274194,0.370503,0.423377,0.454545,0.450000,0.106554,0.082801,0.106341,0.274062
0.272727,0.064516,0.487404,0.488961,0.363636,0.450000,0.344181,0.323666,0.344048,0.073810
0.363636,0.048387,0.532371,0.237013,0.363636,0.400000,0.245876,0.449149,0.245529,0.048438
0.272727,0.080645,0.514382,0.533766,0.484848,0.575000,0.323277,0.294953,0.323077,0.091424
0.272727,0.048387,0.532371,0.533766,0.393939,0.450000,0.435706,0.412993,0.435647,0.056406
0.272727,0.177419,0.435245,0.205195,0.424242,0.400000,0.078870,0.135532,0.078511,0.196268
0.363636,0.145161,0.352513,0.194805,0.484848,0.400000,0.099322,0.145011,0.099188,0.145104
0.272727,0.096774,0.460426,0.330519,0.212121,0.275000,0.189831,0.234338,0.189493,0.108828
0.363636,0.129032,0.458628,0.211688,0.363636,0.400000,0.117062,0.204582,0.116629,0.128958
0.363636,0.161290,0.424459,0.500000,0.454545,0.475000,0.198644,0.157772,0.198499,0.161250
0.363636,0.112903,0.494607,0.451299,0.484848,0.450000,0.240452,0.243718,0.240195,0.112812
0.363636,0.080645,0.476617,0.305195,0.484848,0.500000,0.219774,0.299499,0.219512,0.080520
0.272727,0.112903,0.442448,0.472727,0.545455,0.500000,0.229831,0.201160,0.229598,0.126232
0.363636,0.161290,0.464033,0.508442,0.454545,0.475000,0.201808,0.171809,0.201501,0.161250
0.363636,0.064516,0.465831,0.483117,0.242424,0.275000,0.370056,0.338158,0.370035,0.064374
0.363636,0.112903,0.487404,0.377273,0.515152,0.550000,0.206215,0.240400,0.205854,0.112812
0.363636,0.112903,0.442448,0.448701,0.484848,0.500000,0.239209,0.219663,0.239024,0.112812
0.363636,0.306452,0.388492,0.266883,0.515152,0.525000,0.062825,0.077146,0.062529,0.306354
0.363636,0.193548,0.442448,0.491558,0.515152,0.525000,0.167797,0.139481,0.167481,0.193542
0.454545,0.225806,0.442448,0.364286,0.454545,0.500000,0.121695,0.131500,0.121333,0.206123
0.363636,0.064516,0.460426,0.466234,0.484848,0.475000,0.358870,0.334604,0.358886,0.064374
0.363636,0.080645,0.478415,0.431818,0.545455,0.550000,0.292881,0.300536,0.292683,0.080520
0.363636,0.177419,0.456830,0.491558,0.545455,0.550000,0.180791,0.155676,0.180488,0.177396
0.363636,0.193548,0.478415,0.440260,0.515152,0.550000,0.152203,0.150541,0.151871,0.193542
0.363636,0.145161,0.460426,0.364286,0.484848,0.500000,0.164520,0.186485,0.164227,0.145104
0.363636,0.241935,0.469426,0.364286,0.424242,0.475000,0.105085,0.119667,0.104606,0.241979
0.363636,0.145161,0.496404,0.364286,0.515152,0.550000,0.164633,0.200309,0.164227,0.145104
0.363636,0.354839,0.478415,0.406494,0.545455,0.500000,0.079548,0.081972,0.079024,0.354791
0.363636,0.354839,0.478415,0.364286,0.484848,0.525000,0.071751,0.081972,0.071220,0.354791
0.363636,0.241935,0.406470,0.305195,0.545455,0.550000,0.089718,0.103538,0.089432,0.241979
0.454545,0.322581,0.440651,0.305195,0.575758,0.525000,0.073446,0.091359,0.073072,0.296079
0.363636,0.322581,0.406470,0.253896,0.575758,0.575000,0.056949,0.076490,0.056627,0.322499
0.363636,0.467742,0.456830,0.355844,0.545455,0.575000,0.051751,0.056362,0.051221,0.467813
0.363636,0.435484,0.478415,0.364286,0.515152,0.525000,0.057401,0.064829,0.056910,0.435521
0.363636,0.435484,0.460426,0.279221,0.515152,0.525000,0.044407,0.062065,0.043902,0.435521
0.363636,0.306452,0.478415,0.355844,0.515152,0.500000,0.081695,0.095997,0.081153,0.306354
0.363636,0.258065,0.424459,0.330519,0.515152,0.500000,0.090395,0.101355,0.090116,0.258125
0.363636,0.274194,0.334536,0.253896,0.606061,0.500000,0.067458,0.074507,0.067317,0.274062
0.454545,0.435484,0.338131,0.186364,0.606061,0.525000,0.033220,0.048198,0.032997,0.400923
0.363636,0.274194,0.307558,0.096104,0.575758,0.550000,0.031186,0.068286,0.031024,0.274062
0.363636,0.596774,0.374098,0.169481,0.515152,0.500000,0.016949,0.031374,0.016585,0.596771
0.363636,0.564516,0.408267,0.167532,0.575758,0.550000,0.018418,0.038272,0.018023,0.564479
0.363636,0.354839,0.298557,0.169481,0.545455,0.475000,0.035367,0.048793,0.035317,0.354791
0.363636,0.354839,0.316546,0.161039,0.545455,0.500000,0.033898,0.052111,0.033756,0.354791
0.363636,0.774194,0.320142,0.163636,0.545455,0.500000,0.009492,0.015224,0.009315,0.774166
0.454545,0.596774,0.370503,0.211688,0.575758,0.500000,0.024520,0.034947,0.024240,0.550640
0.454545,0.580645,0.402874,0.224675,0.575758,0.550000,0.027232,0.040502,0.026855,0.535752
0.363636,0.596774,0.460426,0.398052,0.545455,0.575000,0.043390,0.041328,0.042927,0.596771
0.363636,0.596774,0.451437,0.364286,0.484848,0.500000,0.039548,0.040291,0.039024,0.596771
0.454545,0.483871,0.447842,0.341558,0.484848,0.450000,0.052429,0.058430,0.051971,0.445796
0.363636,0.580645,0.402874,0.359740,0.515152,0.425000,0.040226,0.036117,0.039901,0.580625
0.363636,0.483871,0.354311,0.245455,0.515152,0.525000,0.034124,0.039694,0.033852,0.483749
0.363636,0.435484,0.352513,0.270779,0.515152,0.450000,0.042825,0.045475,0.042603,0.435521
0.454545,0.516129,0.402874,0.273377,0.515152,0.525000,0.038870,0.047517,0.038559,0.475781
0.454545,0.612903,0.381289,0.180519,0.515152,0.500000,0.019774,0.034893,0.019500,0.565737
0.454545,0.661290,0.298557,0.044156,0.545455,0.475000,0.001921,0.021751,0.001795,0.610610
0.454545,0.516129,0.334536,0.040260,0.545455,0.450000,0.005763,0.037819,0.005538,0.475781
0.454545,0.677419,0.334536,0.109740,0.454545,0.475000,0.008927,0.024774,0.008714,0.625498
0.545455,0.661290,0.399279,0.205844,0.484848,0.500000,0.022938,0.036978,0.022514,0.566576
0.363636,0.645161,0.375896,0.262338,0.545455,0.500000,0.024746,0.027921,0.024390,0.645209
0.454545,0.677419,0.325535,0.158442,0.545455,0.525000,0.014237,0.023781,0.014037,0.625498
0.545455,0.758065,0.352513,0.152597,0.545455,0.450000,0.012655,0.025058,0.012383,0.650451
0.545455,0.838710,0.343525,0.135714,0.545455,0.450000,0.008475,0.020011,0.008288,0.720486
0.363636,0.677419,0.352513,0.169481,0.606061,0.550000,0.013333,0.023356,0.013115,0.677501
0.363636,0.596774,0.388492,0.213636,0.545455,0.500000,0.022034,0.033033,0.021659,0.596771
0.545455,0.806452,0.388492,0.279221,0.545455,0.525000,0.023955,0.026069,0.023598,0.692388
0.545455,0.677419,0.424459,0.322078,0.545455,0.525000,0.035819,0.038669,0.035398,0.580625
0.363636,0.500000,0.424459,0.237013,0.606061,0.525000,0.031751,0.047427,0.031277,0.499895
0.363636,0.435484,0.370503,0.109740,0.636364,0.525000,0.018192,0.048240,0.017885,0.435521
0.363636,0.596774,0.298557,0.152597,0.575758,0.475000,0.014802,0.022665,0.014634,0.596771
0.363636,0.677419,0.334536,0.067532,0.545455,0.475000,0.002938,0.021513,0.002711,0.677501
0.363636,0.596774,0.334536,0.109740,0.575758,0.475000,0.009944,0.026812,0.009756,0.596771
0.363636,0.596774,0.361514,0.161039,0.545455,0.450000,0.015932,0.029923,0.015610,0.596771
0.454545,0.516129,0.352513,0.177922,0.575758,0.475000,0.025198,0.040371,0.024991,0.475781
0.545455,0.596774,0.375896,0.186364,0.545455,0.500000,0.023955,0.039653,0.023640,0.510799
0.363636,0.177419,0.496404,0.194805,0.515152,0.600000,0.083503,0.168710,0.082927,0.177396
0.363636,0.435484,0.390290,0.233117,0.515152,0.575000,0.037062,0.051281,0.036749,0.435521
0.545455,0.516129,0.370503,0.186364,0.575758,0.575000,0.029379,0.047481,0.029106,0.440763
0.454545,0.516129,0.375896,0.248052,0.515152,0.475000,0.035254,0.043689,0.034957,0.475781
0.363636,0.596774,0.316546,0.253896,0.484848,0.425000,0.026441,0.024739,0.026341,0.596771
0.454545,0.612903,0.316546,0.238961,0.515152,0.475000,0.026667,0.027050,0.026573,0.565737
0.454545,0.403226,0.368705,0.097403,0.515152,0.425000,0.020904,0.058555,0.020638,0.370937
0.454545,0.596774,0.302153,0.159740,0.515152,0.425000,0.017966,0.026461,0.017831,0.550640
0.545455,0.677419,0.314749,0.214286,0.515152,0.425000,0.022825,0.025696,0.022688,0.580625
0.545455,0.629032,0.325535,0.192857,0.545455,0.475000,0.022825,0.030390,0.022676,0.538687
0.454545,0.467742,0.325535,0.075974,0.575758,0.500000,0.013107,0.041926,0.012947,0.430908
0.363636,0.661290,0.285973,0.183766,0.545455,0.450000,0.015367,0.017386,0.015256,0.661355
0.454545,0.435484,0.334536,0.152597,0.515152,0.475000,0.027571,0.047602,0.027392,0.400923
0.454545,0.354839,0.352513,0.152597,0.484848,0.425000,0.036045,0.064872,0.035797,0.326064
0.454545,0.306452,0.352513,0.237013,0.424242,0.450000,0.061921,0.076566,0.061779,0.280981
0.272727,0.516129,0.370503,0.139610,0.424242,0.475000,0.015028,0.033808,0.014697,0.563221
0.363636,0.435484,0.370503,0.262338,0.393939,0.450000,0.041582,0.048240,0.041300,0.435521
0.363636,0.516129,0.370503,0.262338,0.515152,0.450000,0.033559,0.038365,0.033309,0.516041
0.454545,0.354839,0.415470,0.322078,0.393939,0.425000,0.069718,0.077378,0.069418,0.326064
0.454545,0.516129,0.309355,0.262338,0.454545,0.475000,0.037062,0.034245,0.036998,0.475781
0.363636,0.548387,0.341727,0.347403,0.848485,0.350000,0.041469,0.031576,0.041267,0.548333
0.454545,0.387097,0.388492,0.181818,0.454545,0.450000,0.037853,0.065137,0.037508,0.356049
0.454545,0.564516,0.325535,0.389610,0.454545,0.450000,0.049605,0.032009,0.049510,0.520654
0.454545,0.467742,0.318344,0.177922,0.515152,0.450000,0.028814,0.040810,0.028707,0.430908
0.363636,0.516129,0.316546,0.194805,0.454545,0.400000,0.024520,0.031256,0.024390,0.516041
0.363636,0.516129,0.316546,0.169481,0.484848,0.450000,0.021243,0.031256,0.021046,0.516041
0.363636,0.629032,0.325535,0.194805,0.424242,0.350000,0.018079,0.023554,0.017885,0.629063
0.363636,0.580645,0.311153,0.135714,0.515152,0.425000,0.013559,0.025270,0.013382,0.580625
0.363636,0.564516,0.343525,0.211688,0.515152,0.450000,0.023616,0.030414,0.023364,0.564479
0.454545,0.516129,0.325535,0.194805,0.393939,0.375000,0.027571,0.036542,0.027392,0.475781
0.363636,0.677419,0.323737,0.283117,0.424242,0.425000,0.024859,0.020407,0.024738,0.677501
0.454545,0.516129,0.334536,0.194805,0.393939,0.325000,0.027571,0.037819,0.027392,0.475781
0.454545,0.516129,0.334536,0.262338,0.363636,0.450000,0.037175,0.037819,0.036998,0.475781
0.454545,0.500000,0.307558,0.194805,0.272727,0.350000,0.028701,0.035604,0.028629,0.460893
0.454545,0.354839,0.352513,0.270779,0.424242,0.350000,0.059548,0.064872,0.059332,0.326064
0.363636,0.354839,0.406470,0.364286,0.515152,0.600000,0.071525,0.068700,0.071220,0.354791
0.363636,0.516129,0.397481,0.347403,0.545455,0.475000,0.044746,0.041921,0.044461,0.516041
0.272727,0.516129,0.378238,0.347403,0.363636,0.475000,0.040226,0.034749,0.039913,0.563221
0.454545,0.612903,0.251804,0.209740,0.454545,0.450000,0.023051,0.019206,0.023087,0.565737
0.454545,0.387097,0.305760,0.133766,0.454545,0.375000,0.028701,0.049918,0.028638,0.356049
0.454545,0.516129,0.280580,0.152597,0.515152,0.425000,0.021469,0.030162,0.021388,0.475781
0.545455,0.741935,0.282377,0.112338,0.515152,0.425000,0.008701,0.018378,0.008615,0.636611
0.363636,0.677419,0.334536,0.211688,0.515152,0.475000,0.017627,0.021513,0.017453,0.677501
0.363636,0.677419,0.332738,0.186364,0.484848,0.425000,0.015028,0.021329,0.014850,0.677501
0.454545,0.274194,0.352513,0.101299,0.515152,0.425000,0.036045,0.086310,0.035797,0.251206
0.454545,0.516129,0.316546,0.109740,0.484848,0.400000,0.015593,0.035266,0.015385,0.475781
0.363636,0.516129,0.316546,0.092857,0.515152,0.475000,0.011186,0.031256,0.011011,0.516041
0.454545,0.564516,0.291366,0.109740,0.484848,0.400000,0.013107,0.027543,0.013016,0.520654
0.454545,0.467742,0.298557,0.109740,0.484848,0.375000,0.018305,0.037739,0.018200,0.430908
0.363636,0.548387,0.332738,0.092857,0.424242,0.375000,0.009831,0.030455,0.009624,0.548333
0.363636,0.516129,0.334536,0.101299,0.424242,0.400000,0.012316,0.033626,0.012125,0.516041
0.454545,0.596774,0.298557,0.101299,0.515152,0.425000,0.010734,0.026015,0.010582,0.550640
0.454545,0.596774,0.262590,0.067532,0.515152,0.425000,0.006441,0.021548,0.006379,0.550640
0.454545,0.564516,0.298557,0.092857,0.454545,0.375000,0.010960,0.028483,0.010804,0.520654
0.454545,0.596774,0.289568,0.118182,0.484848,0.400000,0.012768,0.024898,0.012683,0.550640
0.363636,0.596774,0.338131,0.094805,0.515152,0.475000,0.008249,0.027227,0.008000,0.596771
0.363636,0.596774,0.316546,0.084416,0.515152,0.450000,0.007006,0.024739,0.006829,0.596771
0.454545,0.516129,0.316546,0.118182,0.424242,0.350000,0.016723,0.035266,0.016585,0.475781
0.454545,0.677419,0.316546,0.135714,0.515152,0.425000,0.011638,0.022789,0.011515,0.625498
0.454545,0.596774,0.316546,0.118182,0.484848,0.400000,0.012881,0.028248,0.012683,0.550640
0.454545,0.516129,0.298557,0.118182,0.515152,0.425000,0.016723,0.032714,0.016585,0.475781
0.363636,0.677419,0.321940,0.084416,0.515152,0.450000,0.004633,0.020222,0.004446,0.677501
0.363636,0.677419,0.316546,0.092857,0.515152,0.475000,0.005537,0.019670,0.005310,0.677501
0.454545,0.467742,0.298557,0.092857,0.515152,0.425000,0.015706,0.037739,0.015574,0.430908
0.454545,0.596774,0.280580,0.067532,0.363636,0.300000,0.006441,0.023781,0.006379,0.550640
0.363636,0.596774,0.334536,0.088961,0.545455,0.475000,0.007571,0.026812,0.007319,0.596771
0.363636,0.596774,0.325535,0.092857,0.545455,0.475000,0.008023,0.025775,0.007805,0.596771
0.454545,0.596774,0.253601,0.033766,0.454545,0.350000,0.002147,0.020432,0.002176,0.550640
0.454545,0.596774,0.244601,0.075974,0.484848,0.400000,0.007458,0.019315,0.007430,0.550640
0.363636,0.596774,0.334536,0.085065,0.515152,0.475000,0.007119,0.026812,0.006928,0.596771
0.363636,0.596774,0.334536,0.101299,0.545455,0.500000,0.009040,0.026812,0.008780,0.596771
0.363636,0.596774,0.325535,0.097403,0.515152,0.475000,0.008475,0.025775,0.008294,0.596771
0.454545,0.596774,0.298557,0.092857,0.545455,0.450000,0.009605,0.026015,0.009531,0.550640
0.454545,0.596774,0.280580,0.050649,0.545455,0.450000,0.004407,0.023781,0.004278,0.550640
0.454545,0.564516,0.294962,0.067532,0.515152,0.475000,0.007571,0.028013,0.007484,0.520654
0.363636,0.596774,0.325535,0.088961,0.545455,0.475000,0.007458,0.025775,0.007319,0.596771
0.363636,0.677419,0.325535,0.092857,0.515152,0.475000,0.005537,0.020591,0.005310,0.677501
0.363636,0.677419,0.334536,0.090260,0.515152,0.475000,0.005311,0.021513,0.005052,0.677501
0.454545,0.516129,0.285973,0.067532,0.545455,0.450000,0.009492,0.030928,0.009381,0.475781
0.454545,0.596774,0.280580,0.028571,0.545455,0.450000,0.001582,0.023781,0.001546,0.550640
0.454545,0.564516,0.280580,0.067532,0.515152,0.475000,0.007571,0.026132,0.007484,0.520654
0.363636,0.596774,0.325535,0.090260,0.545455,0.475000,0.007684,0.025775,0.007514,0.596771
0.363636,0.596774,0.343525,0.101299,0.545455,0.475000,0.009040,0.027849,0.008780,0.596771
0.363636,0.596774,0.321940,0.101299,0.515152,0.450000,0.008927,0.025361,0.008780,0.596771
0.454545,0.677419,0.298557,0.144156,0.484848,0.475000,0.012542,0.020804,0.012449,0.625498
0.454545,0.677419,0.285973,0.109740,0.515152,0.525000,0.008814,0.019415,0.008714,0.625498
0.454545,0.596774,0.311153,0.101299,0.484848,0.450000,0.010734,0.027578,0.010582,0.550640
0.363636,0.596774,0.329131,0.101299,0.515152,0.475000,0.009040,0.026190,0.008780,0.596771
0.363636,0.596774,0.325535,0.101299,0.515152,0.475000,0.008927,0.025775,0.008780,0.596771
0.363636,0.596774,0.334536,0.118182,0.515152,0.475000,0.010960,0.026812,0.010732,0.596771
