CRS (RPM),AR (mm/min),F/A(MF),T/D3(MT),UEP (MPa),LEP (MPa),SE(kW· h/m3),FPI,TPI,PR(mm/r)
0.636364,0.177419,0.784175,0.847403,0.757576,0.775000,0.370508,0.329134,0.369606,0.135039
0.545455,0.145161,0.694429,0.347403,0.757576,0.775000,0.185198,0.322150,0.184240,0.119312
0.545455,0.161290,0.622306,0.237013,0.757576,0.775000,0.124746,0.266241,0.123914,0.133361
0.636364,0.145161,0.526978,0.237013,0.606061,0.600000,0.145989,0.265815,0.145465,0.108828
0.727273,0.161290,0.514382,0.194805,0.727273,0.700000,0.123277,0.254461,0.122759,0.111973
0.636364,0.241935,0.478415,0.237013,0.757576,0.725000,0.092542,0.154937,0.092101,0.187461
0.727273,0.241935,0.496404,0.322078,0.727273,0.725000,0.127571,0.171951,0.127120,0.173621
0.545455,0.145161,0.550361,0.253896,0.727273,0.775000,0.143503,0.258265,0.142964,0.119312
0.545455,0.177419,0.521585,0.491558,0.757576,0.775000,0.210960,0.207449,0.210507,0.147201
0.727273,0.112903,0.595328,0.508442,0.727273,0.675000,0.353220,0.385876,0.352795,0.074858
0.727273,0.193548,0.568350,0.516883,0.757576,0.775000,0.234237,0.239443,0.233720,0.136507
0.636364,0.145161,0.478415,0.398052,0.666667,0.650000,0.221808,0.242846,0.221514,0.108828
0.636364,0.080645,0.550361,0.448701,0.727273,0.725000,0.375819,0.425754,0.375610,0.056406
0.636364,0.193548,0.730219,0.559091,0.696970,0.700000,0.236045,0.285382,0.235122,0.148249
0.636364,0.161290,0.658273,0.661039,0.696970,0.725000,0.318531,0.301088,0.317881,0.122038
0.545455,0.145161,0.496404,0.203247,0.636364,0.625000,0.120904,0.234338,0.120450,0.119312
0.545455,0.193548,0.514382,0.194805,0.818182,0.750000,0.090960,0.189675,0.090432,0.161250
0.545455,0.193548,0.514382,0.237013,0.606061,0.625000,0.105989,0.189675,0.105441,0.161250
0.636364,0.112903,0.694240,0.830519,0.757576,0.825000,0.514124,0.418097,0.513696,0.082617
0.636364,0.112903,0.730219,0.914935,0.727273,0.775000,0.562147,0.438515,0.561726,0.082617
0.545455,0.112903,0.478415,0.135714,0.757576,0.775000,0.111864,0.275812,0.111445,0.091424
0.545455,0.129032,0.442448,0.194805,0.727273,0.725000,0.128927,0.231438,0.128636,0.105263
0.454545,0.080645,0.694240,0.745455,0.727273,0.800000,0.511073,0.459251,0.510694,0.071294
0.454545,0.112903,0.640284,0.914935,0.757576,0.775000,0.490056,0.336427,0.489681,0.101279
0.545455,0.112903,0.622306,0.813636,0.696970,0.750000,0.471977,0.352378,0.471670,0.091424
0.454545,0.145161,0.532371,0.372727,0.696970,0.750000,0.181921,0.232212,0.181487,0.131264
0.545455,0.145161,0.676263,0.635714,0.787879,0.800000,0.312542,0.314095,0.311820,0.119312
0.545455,0.145161,0.561147,0.516883,0.696970,0.725000,0.259774,0.263051,0.259287,0.119312
0.545455,0.161290,0.586328,0.653896,0.727273,0.750000,0.294802,0.251517,0.294328,0.133361
0.545455,0.193548,0.586328,0.914935,0.727273,0.775000,0.345989,0.215197,0.345591,0.161250
0.454545,0.241935,0.640284,0.745455,0.696970,0.700000,0.219548,0.177623,0.218846,0.221220
0.454545,0.274194,0.730219,0.745455,0.727273,0.775000,0.196497,0.180104,0.195497,0.251206
0.545455,0.145161,0.730219,0.745455,0.666667,0.750000,0.361356,0.338022,0.360600,0.119312
0.454545,0.193548,0.424459,0.144156,0.787879,0.725000,0.067006,0.145862,0.066618,0.176138
0.545455,0.193548,0.428054,0.152597,0.727273,0.775000,0.075819,0.159048,0.075422,0.161250
0.454545,0.193548,0.487404,0.305195,0.727273,0.775000,0.120339,0.166705,0.119850,0.176138
0.545455,0.241935,0.532371,0.322078,0.787879,0.775000,0.111073,0.159899,0.110445,0.203187
0.545455,0.274194,0.550361,0.305195,0.666667,0.700000,0.094124,0.146606,0.093433,0.231076
0.454545,0.241935,0.550361,0.364286,0.696970,0.725000,0.114463,0.152809,0.113780,0.221220
0.454545,0.209677,0.584530,0.448701,0.727273,0.750000,0.156723,0.185129,0.156098,0.191235
0.545455,0.225806,0.568350,0.448701,0.696970,0.725000,0.158192,0.181793,0.157532,0.189138
0.545455,0.225806,0.550361,0.406494,0.757576,0.775000,0.144859,0.176163,0.144288,0.189138
0.545455,0.274194,0.577339,0.448701,0.787879,0.800000,0.132429,0.153784,0.131707,0.231076
0.636364,0.274194,0.589923,0.474675,0.727273,0.750000,0.149379,0.169002,0.148668,0.213672
0.636364,0.274194,0.505393,0.448701,0.696970,0.750000,0.141921,0.145011,0.141463,0.213672
0.545455,0.274194,0.586328,0.448701,0.787879,0.850000,0.132429,0.156177,0.131707,0.231076
0.636364,0.274194,0.568350,0.364286,0.666667,0.725000,0.118079,0.162877,0.117448,0.213672
0.545455,0.274194,0.577339,0.364286,0.666667,0.725000,0.109944,0.153784,0.109193,0.231076
0.727273,0.241935,0.636688,0.414935,0.757576,0.850000,0.159096,0.218954,0.158307,0.173621
0.727273,0.274194,0.640284,0.448701,0.787879,0.875000,0.152090,0.196055,0.151220,0.198155
0.545455,0.354839,0.550361,0.491558,0.636364,0.675000,0.112090,0.113109,0.111445,0.301111
0.727273,0.354839,0.541372,0.322078,0.606061,0.700000,0.088136,0.128805,0.087430,0.260013
0.636364,0.435484,0.550361,0.406494,0.606061,0.675000,0.082147,0.098221,0.081426,0.344726
0.636364,0.435484,0.622306,0.474675,0.696970,0.750000,0.095141,0.111833,0.094235,0.344726
0.636364,0.435484,0.622306,0.406494,0.636364,0.725000,0.082260,0.111833,0.081426,0.344726
0.545455,0.435484,0.604317,0.448701,0.606061,0.675000,0.083729,0.100348,0.082927,0.370937
0.545455,0.435484,0.604317,0.448701,0.787879,0.775000,0.083729,0.100348,0.082927,0.370937
0.545455,0.435484,0.640284,0.448701,0.636364,0.700000,0.083842,0.106728,0.082927,0.370937
0.636364,0.354839,0.658273,0.364286,0.696970,0.750000,0.091977,0.146543,0.091032,0.279304
0.636364,0.354839,0.658273,0.364286,0.727273,0.800000,0.091977,0.146543,0.091032,0.279304
0.545455,0.306452,0.694240,0.406494,0.606061,0.650000,0.109153,0.166183,0.108170,0.259174
0.545455,0.274194,0.694240,0.474675,0.606061,0.600000,0.139435,0.184889,0.138462,0.231076
0.636364,0.145161,0.721218,0.322078,0.606061,0.625000,0.186441,0.357695,0.185492,0.108828
0.636364,0.193548,0.712229,0.322078,0.606061,0.650000,0.146441,0.278576,0.145465,0.148249
0.636364,0.274194,0.676263,0.322078,0.606061,0.650000,0.106441,0.193503,0.105441,0.213672
0.727273,0.161290,0.762590,0.305195,0.606061,0.700000,0.174915,0.369605,0.173791,0.111973
0.727273,0.112903,0.766186,0.338961,0.666667,0.700000,0.251751,0.488921,0.250732,0.074858
0.636364,0.241935,0.793164,0.364286,0.696970,0.775000,0.133333,0.254189,0.132125,0.187461
0.727273,0.161290,0.784175,0.381169,0.666667,0.725000,0.210282,0.379618,0.209120,0.111973
0.636364,0.193548,0.640284,0.305195,0.696970,0.750000,0.139887,0.251353,0.139062,0.148249
0.545455,0.354839,0.640284,0.322078,0.727273,0.750000,0.076384,0.132250,0.075422,0.301111
0.636364,0.435484,0.568350,0.279221,0.606061,0.650000,0.058192,0.101624,0.057411,0.344726
0.545455,0.435484,0.550361,0.322078,0.636364,0.675000,0.061130,0.090777,0.060413,0.370937
0.636364,0.435484,0.568350,0.364286,0.666667,0.700000,0.074124,0.101624,0.073420,0.344726
0.636364,0.435484,0.568350,0.406494,0.666667,0.700000,0.082147,0.101624,0.081426,0.344726
0.636364,0.225806,0.640284,0.313636,0.666667,0.725000,0.124633,0.219326,0.123806,0.174460
0.545455,0.274194,0.658273,0.322078,0.636364,0.725000,0.098870,0.175319,0.097936,0.231076
0.636364,0.274194,0.676263,0.406494,0.666667,0.700000,0.130395,0.193503,0.129456,0.213672
0.636364,0.354839,0.658273,0.406494,0.666667,0.725000,0.101582,0.146543,0.100638,0.279304
0.545455,0.354839,0.658273,0.406494,0.757576,0.775000,0.094350,0.136078,0.093433,0.301111
0.727273,0.354839,0.667262,0.491558,0.727273,0.775000,0.129153,0.159176,0.128255,0.260013
0.727273,0.354839,0.658273,0.448701,0.696970,0.775000,0.118983,0.157007,0.118049,0.260013
0.545455,0.354839,0.577339,0.406494,0.696970,0.750000,0.094124,0.118851,0.093433,0.301111
0.636364,0.435484,0.586328,0.406494,0.727273,0.825000,0.082260,0.105026,0.081426,0.344726
0.727273,0.306452,0.586328,0.414935,0.606061,0.675000,0.127571,0.161542,0.126862,0.222898
0.727273,0.322581,0.622306,0.406494,0.666667,0.750000,0.119322,0.163043,0.118493,0.235269
0.636364,0.435484,0.622306,0.364286,0.636364,0.700000,0.074350,0.111833,0.073420,0.344726
0.636364,0.241935,0.730219,0.491558,0.666667,0.700000,0.173220,0.234338,0.172149,0.187461
