CRS (RPM),AR (mm/min),F/A(MF),T/D3(MT),UEP (MPa),LEP (MPa),PR(mm/r)
0.363636,0.596774,0.325535,0.088961,0.545455,0.475,0.596771
0.363636,0.677419,0.325535,0.092857,0.515152,0.475,0.677501
0.363636,0.677419,0.334536,0.09026,0.515152,0.475,0.677501
0.454545,0.516129,0.285973,0.067532,0.545455,0.45,0.475781
0.454545,0.596774,0.28058,0.028571,0.545455,0.45,0.55064
0.454545,0.564516,0.28058,0.067532,0.515152,0.475,0.520654
0.363636,0.596774,0.325535,0.09026,0.545455,0.475,0.596771
0.363636,0.596774,0.343525,0.101299,0.545455,0.475,0.596771
0.363636,0.596774,0.32194,0.101299,0.515152,0.45,0.596771
0.454545,0.677419,0.298557,0.144156,0.484848,0.475,0.625498
0.454545,0.677419,0.285973,0.10974,0.515152,0.525,0.625498
0.454545,0.596774,0.311153,0.101299,0.484848,0.45,0.55064
0.363636,0.596774,0.329131,0.101299,0.515152,0.475,0.596771
0.363636,0.596774,0.325535,0.101299,0.515152,0.475,0.596771
0.363636,0.596774,0.334536,0.118182,0.515152,0.475,0.596771
0.363636,0.596774,0.338131,0.122727,0.454545,0.45,0.596771
0.454545,0.677419,0.307558,0.118182,0.393939,0.425,0.625498
0.454545,0.677419,0.28058,0.067532,0.393939,0.425,0.625498
0.454545,0.677419,0.26259,0.067532,0.393939,0.4,0.625498
0.454545,0.677419,0.28058,0.067532,0.393939,0.4,0.625498
0.363636,0.596774,0.316546,0.105844,0.393939,0.45,0.596771
0.363636,0.596774,0.325535,0.097403,0.393939,0.425,0.596771
0.363636,0.596774,0.32194,0.101299,0.393939,0.475,0.596771
0.363636,0.596774,0.329131,0.169481,0.363636,0.475,0.596771
0.454545,0.693548,0.28058,0.101299,0.333333,0.425,0.640596
0.454545,0.596774,0.311153,0.135714,0.30303,0.425,0.55064
0.454545,0.564516,0.316546,0.118182,0.393939,0.475,0.520654
0.363636,0.596774,0.361514,0.177922,0.393939,0.425,0.596771
0.363636,0.483871,0.37644,0.194805,0.515152,0.55,0.483749
0.454545,0.564516,0.352513,0.237013,0.515152,0.575,0.520654
0.363636,0.596774,0.361514,0.194805,0.484848,0.55,0.596771
0.454545,0.516129,0.343525,0.152597,0.515152,0.5,0.475781
0.363636,0.483871,0.388492,0.194805,0.515152,0.475,0.483749
0.363636,0.241935,0.433448,0.194805,0.515152,0.5,0.241979
0.363636,0.435484,0.41547,0.169481,0.484848,0.475,0.435521
0.363636,0.354839,0.424459,0.186364,0.515152,0.625,0.354791
0.454545,0.354839,0.460426,0.237013,0.515152,0.575,0.326064
0.545455,0.274194,0.478415,0.338961,0.484848,0.55,0.231076
0.363636,0.274194,0.496404,0.398052,0.515152,0.5,0.274062
0.363636,0.290323,0.478415,0.355844,0.515152,0.5,0.290208
0.454545,0.354839,0.460426,0.372727,0.454545,0.55,0.326064
0.454545,0.354839,0.460426,0.372727,0.515152,0.575,0.326064
0.545455,0.435484,0.424459,0.372727,0.515152,0.6,0.370937
0.363636,0.564516,0.487404,0.394156,0.484848,0.525,0.564479
0.454545,0.193548,0.550361,0.322078,0.515152,0.6,0.176138
0.545455,0.274194,0.586328,0.491558,0.545455,0.625,0.231076
0.363636,0.241935,0.622306,0.652597,0.484848,0.525,0.241979
0.363636,0.193548,0.654678,0.635714,0.484848,0.525,0.193542
0.454545,0.193548,0.640284,0.516883,0.545455,0.575,0.176138
0.454545,0.193548,0.640284,0.516883,0.515152,0.55,0.176138
0.363636,0.080645,0.712229,0.567532,0.454545,0.5,0.08052
0.454545,0.677419,0.370503,0.050649,0.515152,0.425,0.625498
0.545455,0.274194,0.41547,0.186364,0.424242,0.475,0.231076
0.454545,0.112903,0.532371,0.364286,0.454545,0.475,0.101279
0.272727,0.145161,0.532371,0.338961,0.575758,0.6,0.16125
0.545455,0.193548,0.514382,0.491558,0.484848,0.575,0.16125
0.363636,0.193548,0.550361,0.533766,0.484848,0.5,0.193542
0.363636,0.193548,0.514382,0.516883,0.484848,0.55,0.193542
0.272727,0.064516,0.559349,0.448701,0.454545,0.5,0.07381
0.272727,0.096774,0.397481,0.508442,0.454545,0.5,0.108828
0.363636,0.193548,0.550361,0.550649,0.484848,0.55,0.193542
0.363636,0.274194,0.478415,0.322078,0.575758,0.575,0.274062
0.454545,0.193548,0.471224,0.322078,0.484848,0.525,0.176138
0.363636,0.177419,0.514382,0.448701,0.515152,0.575,0.177396
0.454545,0.112903,0.478415,0.364286,0.545455,0.55,0.101279
0.454545,0.112903,0.496404,0.364286,0.515152,0.525,0.101279
0.363636,0.241935,0.514382,0.364286,0.545455,0.5,0.241979
0.363636,0.193548,0.56835,0.533766,0.545455,0.55,0.193542
0.363636,0.177419,0.559349,0.406494,0.575758,0.525,0.177396
0.363636,0.274194,0.442448,0.237013,0.545455,0.525,0.274062
0.363636,0.145161,0.487404,0.237013,0.515152,0.525,0.145104
0.363636,0.403226,0.424459,0.296753,0.545455,0.525,0.403229
0.363636,0.274194,0.514382,0.322078,0.606061,0.65,0.274062
0.363636,0.516129,0.442448,0.448701,0.454545,0.5,0.516041
0.363636,0.112903,0.496404,0.406494,0.484848,0.55,0.112812
0.363636,0.193548,0.622306,0.745455,0.545455,0.6,0.193542
0.363636,0.112903,0.56835,0.661039,0.575758,0.575,0.112812
0.363636,0.145161,0.478415,0.618831,0.515152,0.475,0.145104
0.363636,0.193548,0.496404,0.618831,0.515152,0.55,0.193542
0.363636,0.193548,0.460426,0.483117,0.545455,0.575,0.193542
0.363636,0.145161,0.532371,0.533766,0.545455,0.55,0.145104
0.363636,0.241935,0.460426,0.448701,0.575758,0.55,0.241979
0.363636,0.177419,0.465831,0.567532,0.515152,0.55,0.177396
0.363636,0.274194,0.451437,0.575974,0.545455,0.6,0.274062
0.363636,0.274194,0.40647,0.559091,0.545455,0.55,0.274062
0.363636,0.145161,0.496404,0.457792,0.545455,0.55,0.145104
0.363636,0.193548,0.460426,0.406494,0.575758,0.575,0.193542
0.363636,0.241935,0.40647,0.491558,0.575758,0.525,0.241979
0.363636,0.145161,0.460426,0.491558,0.575758,0.575,0.145104
0.363636,0.322581,0.397481,0.474675,0.636364,0.6,0.322499
0.363636,0.435484,0.451437,0.322078,0.575758,0.525,0.435521
0.363636,0.274194,0.433448,0.533766,0.636364,0.575,0.274062
0.363636,0.403226,0.388492,0.483117,0.636364,0.6,0.403229
0.363636,0.274194,0.424459,0.448701,0.545455,0.55,0.274062
0.363636,0.387097,0.397481,0.398052,0.606061,0.575,0.387083
0.363636,0.193548,0.40647,0.398052,0.575758,0.55,0.193542
0.363636,0.193548,0.433448,0.322078,0.545455,0.525,0.193542
0.363636,0.080645,0.429852,0.364286,0.515152,0.475,0.08052
0.454545,0.16129,0.514382,0.406494,0.515152,0.55,0.146362
0.363636,0.080645,0.559349,0.398052,0.515152,0.525,0.08052
0.363636,0.241935,0.505393,0.398052,0.515152,0.5,0.241979
0.363636,0.145161,0.532371,0.533766,0.545455,0.5,0.145104
0.363636,0.225806,0.460426,0.5,0.515152,0.475,0.225834
0.363636,0.274194,0.451437,0.372727,0.545455,0.475,0.274062
0.363636,0.322581,0.451437,0.483117,0.515152,0.525,0.322499
0.363636,0.354839,0.40647,0.491558,0.515152,0.525,0.354791
0.363636,0.193548,0.496404,0.575974,0.575758,0.575,0.193542
0.363636,0.209677,0.442448,0.644156,0.575758,0.525,0.209688
0.363636,0.193548,0.460426,0.652597,0.606061,0.525,0.193542
0.363636,0.145161,0.532371,0.508442,0.606061,0.6,0.145104
0.363636,0.145161,0.552513,0.618831,0.606061,0.575,0.145104
0.363636,0.193548,0.370503,0.194805,0.515152,0.475,0.193542
0.363636,0.112903,0.478415,0.406494,0.515152,0.575,0.112812
0.636364,0.129032,0.460426,0.533766,0.424242,0.475,0.095827
0.454545,0.145161,0.478415,0.533766,0.484848,0.5,0.131264
0.454545,0.032258,0.56835,0.533766,0.484848,0.55,0.026421
0.454545,0.112903,0.496404,0.525325,0.484848,0.525,0.101279
0.545455,0.112903,0.478415,0.644156,0.393939,0.45,0.091424
0.545455,0.064516,0.487404,0.533766,0.484848,0.575,0.049486
0.454545,0.080645,0.505393,0.575974,0.424242,0.425,0.071294
0.545455,0.080645,0.550361,0.38961,0.363636,0.5,0.063326
0.727273,0.032258,0.172667,0.042208,0.515152,0.025,0.01321
0.636364,0.080645,0.154678,0.10974,0.484848,0.075,0.056406
0.727273,0.080645,0.172667,0.118182,0.0,0.025,0.050325
0.545455,0.112903,0.226623,0.194805,0.272727,0.25,0.091424
0.727273,0.145161,0.226623,0.144156,0.333333,0.325,0.099602
0.454545,0.080645,0.226623,0.169481,0.151515,0.3,0.071294
0.454545,0.032258,0.26259,0.305195,0.333333,0.375,0.026421
0.454545,0.080645,0.154678,0.194805,0.030303,0.15,0.071294
0.454545,0.080645,0.136688,0.135714,0.121212,0.325,0.071294
0.454545,0.032258,0.352513,0.322078,0.363636,0.45,0.026421
0.454545,0.048387,0.370503,0.279221,0.424242,0.35,0.041518
0.545455,0.032258,0.298557,0.169481,0.272727,0.3,0.021388
0.545455,0.080645,0.370503,0.279221,0.272727,0.325,0.063326
0.454545,0.080645,0.424459,0.491558,0.363636,0.425,0.071294
0.545455,0.064516,0.226623,0.22013,0.181818,0.35,0.049486
0.454545,0.032258,0.334536,0.279221,0.333333,0.375,0.026421
0.727273,0.080645,0.145689,0.135714,0.0,0.0,0.050325
0.727273,0.112903,0.1277,0.10974,0.0,0.05,0.074858
0.727273,0.096774,0.241005,0.211688,0.151515,0.325,0.062487
0.636364,0.080645,0.244601,0.491558,0.0,0.075,0.056406
0.727273,0.080645,0.334536,0.406494,0.363636,0.425,0.050325
0.636364,0.064516,0.334536,0.423377,0.090909,0.2,0.043405
0.727273,0.080645,0.154678,0.092857,0.0,0.075,0.050325
0.727273,0.048387,0.154678,0.092857,0.0,0.1,0.025582
0.636364,0.080645,0.154678,0.067532,0.060606,0.075,0.056406
0.727273,0.080645,0.154678,0.10974,0.0,0.1,0.050325
0.818182,0.193548,0.154678,0.237013,0.0,0.0,0.126232
0.727273,0.112903,0.154678,0.152597,0.0,0.075,0.074858
0.636364,0.112903,0.154678,0.177922,0.0,0.075,0.082617
0.727273,0.112903,0.154678,0.152597,0.0,0.1,0.074858
0.727273,0.177419,0.154678,0.237013,0.0,0.075,0.124345
0.727273,0.080645,0.163666,0.118182,0.0,0.1,0.050325
0.727273,0.112903,0.133093,0.144156,0.0,0.1,0.074858
0.727273,0.112903,0.158273,0.092857,0.0,0.1,0.074858
0.818182,0.129032,0.151082,0.144156,0.0,0.1,0.079681
0.818182,0.193548,0.154678,0.237013,0.0,0.1,0.126232
0.727273,0.145161,0.118699,0.126623,0.0,0.1,0.099602
0.727273,0.16129,0.165464,0.186364,0.0,0.1,0.111973
0.727273,0.112903,0.163666,0.194805,0.0,0.1,0.074858
0.818182,0.145161,0.149284,0.135714,0.0,0.1,0.091424
0.818182,0.080645,0.172667,0.135714,0.0,0.1,0.044663
0.818182,0.080645,0.190645,0.144156,0.0,0.075,0.044663
0.818182,0.096774,0.190645,0.126623,0.0,0.1,0.056406
0.818182,0.112903,0.172667,0.152597,0.0,0.075,0.068148
0.818182,0.112903,0.172667,0.10974,0.0,0.075,0.068148
0.727273,0.16129,0.172667,0.152597,0.0,0.075,0.111973
0.818182,0.112903,0.163666,0.169481,0.0,0.1,0.068148
0.818182,0.112903,0.10971,0.152597,0.0,0.1,0.068148
0.818182,0.112903,0.1277,0.10974,0.0,0.125,0.068148
0.727273,0.145161,0.120509,0.075974,0.212121,0.075,0.099602
0.818182,0.145161,0.118699,0.152597,0.0,0.075,0.091424
0.818182,0.193548,0.17806,0.177922,0.212121,0.075,0.126232
0.818182,0.112903,0.172667,0.135714,0.0,0.075,0.068148
0.727273,0.193548,0.145689,0.203896,0.181818,0.075,0.136507
0.818182,0.112903,0.154678,0.152597,0.0,0.075,0.068148
0.818182,0.193548,0.1277,0.144156,0.0,0.075,0.126232
0.818182,0.193548,0.118699,0.153896,0.212121,0.075,0.126232
0.818182,0.193548,0.118699,0.194805,0.0,0.075,0.126232
0.727273,0.177419,0.118699,0.153247,0.212121,0.125,0.124345
0.818182,0.145161,0.136688,0.152597,0.0,0.075,0.091424
0.818182,0.16129,0.134891,0.150649,0.212121,0.075,0.102957
0.818182,0.112903,0.163666,0.169481,0.0,0.075,0.068148
0.818182,0.064516,0.194784,0.094156,0.212121,0.075,0.033131
0.727273,0.16129,0.170857,0.122078,0.0,0.075,0.111973
0.818182,0.080645,0.17806,0.169481,0.212121,0.075,0.044663
0.909091,0.080645,0.208634,0.152597,0.0,0.075,0.039841
0.818182,0.112903,0.136688,0.194805,0.0,0.075,0.068148
0.818182,0.112903,0.190645,0.194805,0.0,0.075,0.068148
0.818182,0.177419,0.134891,0.220779,0.0,0.075,0.114699
0.818182,0.193548,0.118699,0.118182,0.030303,0.1,0.126232
0.818182,0.193548,0.082732,0.152597,0.0,0.075,0.126232
0.818182,0.16129,0.154678,0.161039,0.0,0.075,0.102957
0.818182,0.112903,0.154678,0.152597,0.0,0.075,0.068148
0.818182,0.16129,0.136688,0.092857,0.0,0.15,0.102957
0.818182,0.193548,0.118699,0.135714,0.0,0.1,0.126232
0.818182,0.145161,0.154678,0.084416,0.0,0.075,0.091424
0.818182,0.112903,0.172667,0.135714,0.0,0.075,0.068148
0.818182,0.112903,0.208634,0.092857,0.0,0.075,0.068148
0.818182,0.112903,0.190645,0.144156,0.0,0.075,0.068148
0.818182,0.112903,0.181656,0.092857,0.0,0.075,0.068148
0.818182,0.145161,0.181656,0.152597,0.0,0.075,0.091424
0.818182,0.112903,0.298557,0.092857,0.151515,0.25,0.068148
0.818182,0.145161,0.316546,0.253896,0.030303,0.175,0.091424
0.818182,0.112903,0.388492,0.092857,0.454545,0.475,0.068148
0.818182,0.080645,0.478415,0.169481,0.393939,0.525,0.044663
0.818182,0.080645,0.298557,0.152597,0.151515,0.225,0.044663
0.545455,0.16129,0.478415,0.377273,0.515152,0.525,0.133361
0.545455,0.112903,0.478415,0.559091,0.545455,0.55,0.091424
0.454545,0.145161,0.478415,0.431818,0.545455,0.525,0.131264
0.545455,0.112903,0.478415,0.448701,0.545455,0.55,0.091424
0.454545,0.193548,0.460426,0.38961,0.545455,0.575,0.176138
0.454545,0.112903,0.496404,0.448701,0.545455,0.55,0.101279
0.454545,0.112903,0.496404,0.491558,0.454545,0.525,0.101279
0.454545,0.080645,0.496404,0.474675,0.575758,0.6,0.071294
0.454545,0.112903,0.478415,0.525325,0.484848,0.5,0.101279
0.454545,0.16129,0.487404,0.448701,0.484848,0.5,0.146362
0.454545,0.032258,0.496404,0.618831,0.454545,0.55,0.026421
0.454545,0.080645,0.496404,0.533766,0.454545,0.525,0.071294
0.545455,0.056452,0.485074,0.601299,0.363636,0.425,0.042357
0.636364,0.193548,0.410077,0.279221,0.424242,0.45,0.148249
0.636364,0.080645,0.514382,0.364286,0.515152,0.575,0.056406
0.545455,0.032258,0.514382,0.559091,0.242424,0.35,0.021388
0.454545,0.193548,0.604317,0.661039,0.484848,0.575,0.176138
0.454545,0.064516,0.550361,0.661039,0.545455,0.6,0.056406
0.454545,0.16129,0.514382,0.618831,0.545455,0.575,0.146362
0.545455,0.112903,0.505393,0.572078,0.515152,0.575,0.091424
0.454545,0.112903,0.56835,0.661039,0.606061,0.625,0.101279
0.545455,0.064516,0.586328,0.575974,0.606061,0.625,0.049486
0.545455,0.354839,0.532371,0.237013,0.545455,0.45,0.301111
0.545455,0.516129,0.514382,0.448701,0.666667,0.55,0.440763
0.545455,0.274194,0.532371,0.491558,0.545455,0.525,0.231076
0.363636,0.032258,0.820142,1.0,0.666667,0.75,0.032292
0.363636,0.112903,0.748196,0.983117,0.606061,0.675,0.112812
0.545455,0.080645,0.766186,1.0,0.636364,0.625,0.063326
0.454545,0.112903,0.730219,0.872727,0.69697,0.7,0.101279
0.454545,0.274194,0.676263,0.533766,0.666667,0.7,0.251206
0.454545,0.274194,0.703241,0.491558,0.727273,0.8,0.251206
0.363636,0.193548,0.712229,0.575974,0.727273,0.875,0.193542
0.454545,0.193548,0.820142,0.618831,0.727273,0.825,0.176138
0.454545,0.193548,0.820142,0.533766,0.69697,0.775,0.176138
0.454545,0.193548,0.856109,0.661039,0.69697,0.85,0.176138
0.363636,0.193548,0.820142,0.661039,0.69697,0.775,0.193542
0.454545,0.193548,0.802153,0.491558,0.69697,0.85,0.176138
0.363636,0.145161,0.883087,0.512338,0.727273,0.8,0.145104
0.363636,0.145161,0.946044,0.377273,0.727273,0.8,0.145104
0.454545,0.193548,0.928054,0.575974,0.69697,0.8,0.176138
0.363636,0.193548,0.073743,0.618831,0.69697,0.775,0.193542
0.454545,0.354839,0.073743,0.618831,0.666667,0.7,0.326064
0.363636,0.193548,0.118699,0.830519,0.575758,0.65,0.193542
0.363636,0.080645,0.892088,0.914935,0.666667,0.775,0.08052
0.363636,0.064516,0.910065,1.0,0.666667,0.75,0.064374
0.454545,0.274194,0.604317,0.322078,0.666667,0.8,0.251206
0.363636,0.193548,0.640284,0.661039,0.454545,0.6,0.193542
0.454545,0.145161,0.676263,0.745455,0.606061,0.7,0.131264
0.454545,0.16129,0.730219,0.745455,0.575758,0.675,0.146362
0.363636,0.16129,0.658273,0.661039,0.606061,0.65,0.16125
0.454545,0.145161,0.69424,0.661039,0.606061,0.625,0.131264
0.454545,0.145161,0.910065,0.830519,0.575758,0.65,0.131264
0.545455,0.177419,0.910065,0.830519,0.575758,0.65,0.147201
0.636364,0.145161,0.730219,0.830519,0.545455,0.6,0.108828
0.545455,0.193548,0.69424,0.830519,0.606061,0.65,0.16125
0.454545,0.193548,0.721218,1.0,0.575758,0.625,0.176138
0.454545,0.129032,0.730219,0.914935,0.606061,0.65,0.116377
0.545455,0.435484,0.56835,0.237013,0.757576,0.725,0.370937
0.545455,0.354839,0.532371,0.279221,0.757576,0.675,0.301111
0.636364,0.274194,0.460426,0.237013,0.787879,0.775,0.213672
0.545455,0.274194,0.564743,0.381169,0.757576,0.8,0.231076
0.636364,0.112903,0.730219,0.914935,0.727273,0.75,0.082617
0.636364,0.112903,0.730219,0.872727,0.666667,0.75,0.082617
0.727273,0.112903,0.766186,0.847403,0.818182,0.8,0.074858
0.636364,0.080645,0.766186,0.914935,0.727273,0.75,0.056406
0.545455,0.274194,0.514382,0.364286,0.69697,0.675,0.231076
0.545455,0.112903,0.69424,0.618831,0.757576,0.775,0.091424
0.636364,0.112903,0.730219,0.830519,0.727273,0.775,0.082617
0.545455,0.080645,0.69424,0.788312,0.727273,0.725,0.063326
0.636364,0.193548,0.748196,0.898052,0.727273,0.775,0.148249
0.545455,0.080645,0.730219,0.914935,0.878788,0.95,0.063326
0.545455,0.193548,0.532371,0.152597,0.878788,0.7,0.16125
0.727273,0.241935,0.442448,0.22013,0.757576,0.75,0.173621
0.636364,0.193548,0.478415,0.303247,0.727273,0.8,0.148249
0.636364,0.145161,0.634891,0.745455,0.757576,0.8,0.108828
0.545455,0.112903,0.712229,0.745455,0.727273,0.8,0.091424
0.818182,0.193548,0.640284,0.745455,0.727273,0.775,0.126232
0.818182,0.193548,0.640284,0.661039,0.757576,0.825,0.126232
0.636364,0.193548,0.742803,0.813636,0.757576,0.775,0.148249
0.636364,0.241935,0.676263,0.728571,0.757576,0.7,0.187461
0.636364,0.274194,0.676263,0.661039,0.757576,0.775,0.213672
0.636364,0.193548,0.730219,0.745455,0.787879,0.8,0.148249
0.636364,0.16129,0.760792,0.72013,0.818182,0.8,0.122038
0.727273,0.112903,0.748196,0.788312,0.787879,0.575,0.074858
0.818182,0.145161,0.775174,0.914935,0.818182,0.825,0.091424
0.636364,0.145161,0.730219,0.733117,0.757576,0.775,0.108828
0.636364,0.177419,0.784175,0.847403,0.757576,0.775,0.135039
0.545455,0.145161,0.694429,0.347403,0.757576,0.775,0.119312
0.545455,0.16129,0.622306,0.237013,0.757576,0.775,0.133361
0.636364,0.145161,0.526978,0.237013,0.606061,0.6,0.108828
0.727273,0.16129,0.514382,0.194805,0.727273,0.7,0.111973
0.636364,0.241935,0.478415,0.237013,0.757576,0.725,0.187461
0.727273,0.241935,0.496404,0.322078,0.727273,0.725,0.173621
0.545455,0.145161,0.550361,0.253896,0.727273,0.775,0.119312
0.545455,0.177419,0.521585,0.491558,0.757576,0.775,0.147201
0.727273,0.112903,0.595328,0.508442,0.727273,0.675,0.074858
0.727273,0.193548,0.56835,0.516883,0.757576,0.775,0.136507
0.636364,0.145161,0.478415,0.398052,0.666667,0.65,0.108828
0.636364,0.080645,0.550361,0.448701,0.727273,0.725,0.056406
0.636364,0.193548,0.730219,0.559091,0.69697,0.7,0.148249
0.636364,0.16129,0.658273,0.661039,0.69697,0.725,0.122038
0.545455,0.145161,0.496404,0.203247,0.636364,0.625,0.119312
0.545455,0.193548,0.514382,0.194805,0.818182,0.75,0.16125
0.545455,0.193548,0.514382,0.237013,0.606061,0.625,0.16125
0.636364,0.112903,0.69424,0.830519,0.757576,0.825,0.082617
0.636364,0.112903,0.730219,0.914935,0.727273,0.775,0.082617
0.545455,0.112903,0.478415,0.135714,0.757576,0.775,0.091424
0.545455,0.129032,0.442448,0.194805,0.727273,0.725,0.105263
0.454545,0.080645,0.69424,0.745455,0.727273,0.8,0.071294
0.454545,0.112903,0.640284,0.914935,0.757576,0.775,0.101279
0.545455,0.112903,0.622306,0.813636,0.69697,0.75,0.091424
0.454545,0.145161,0.532371,0.372727,0.69697,0.75,0.131264
0.545455,0.145161,0.676263,0.635714,0.787879,0.8,0.119312
0.545455,0.145161,0.561147,0.516883,0.69697,0.725,0.119312
0.545455,0.16129,0.586328,0.653896,0.727273,0.75,0.133361
0.545455,0.193548,0.586328,0.914935,0.727273,0.775,0.16125
0.454545,0.241935,0.640284,0.745455,0.69697,0.7,0.22122
0.454545,0.274194,0.730219,0.745455,0.727273,0.775,0.251206
0.545455,0.145161,0.730219,0.745455,0.666667,0.75,0.119312
0.454545,0.193548,0.424459,0.144156,0.787879,0.725,0.176138
0.545455,0.193548,0.428054,0.152597,0.727273,0.775,0.16125
0.454545,0.193548,0.487404,0.305195,0.727273,0.775,0.176138
0.545455,0.241935,0.532371,0.322078,0.787879,0.775,0.203187
0.545455,0.274194,0.550361,0.305195,0.666667,0.7,0.231076
0.454545,0.241935,0.550361,0.364286,0.69697,0.725,0.22122
0.454545,0.209677,0.58453,0.448701,0.727273,0.75,0.191235
0.545455,0.225806,0.56835,0.448701,0.69697,0.725,0.189138
0.545455,0.225806,0.550361,0.406494,0.757576,0.775,0.189138
0.545455,0.274194,0.577339,0.448701,0.787879,0.8,0.231076
0.636364,0.274194,0.589923,0.474675,0.727273,0.75,0.213672
0.636364,0.274194,0.505393,0.448701,0.69697,0.75,0.213672
0.545455,0.274194,0.586328,0.448701,0.787879,0.85,0.231076
0.636364,0.274194,0.56835,0.364286,0.666667,0.725,0.213672
0.545455,0.274194,0.577339,0.364286,0.666667,0.725,0.231076
0.727273,0.241935,0.636688,0.414935,0.757576,0.85,0.173621
0.727273,0.274194,0.640284,0.448701,0.787879,0.875,0.198155
0.545455,0.354839,0.550361,0.491558,0.636364,0.675,0.301111
0.727273,0.354839,0.541372,0.322078,0.606061,0.7,0.260013
0.636364,0.435484,0.550361,0.406494,0.606061,0.675,0.344726
0.636364,0.435484,0.622306,0.474675,0.69697,0.75,0.344726
0.636364,0.435484,0.622306,0.406494,0.636364,0.725,0.344726
0.545455,0.435484,0.604317,0.448701,0.606061,0.675,0.370937
0.545455,0.435484,0.604317,0.448701,0.787879,0.775,0.370937
0.545455,0.435484,0.640284,0.448701,0.636364,0.7,0.370937
0.636364,0.354839,0.658273,0.364286,0.69697,0.75,0.279304
0.636364,0.354839,0.658273,0.364286,0.727273,0.8,0.279304
0.545455,0.306452,0.69424,0.406494,0.606061,0.65,0.259174
0.545455,0.274194,0.69424,0.474675,0.606061,0.6,0.231076
0.636364,0.145161,0.721218,0.322078,0.606061,0.625,0.108828
0.636364,0.193548,0.712229,0.322078,0.606061,0.65,0.148249
0.636364,0.274194,0.676263,0.322078,0.606061,0.65,0.213672
0.727273,0.16129,0.76259,0.305195,0.606061,0.7,0.111973
0.727273,0.112903,0.766186,0.338961,0.666667,0.7,0.074858
0.636364,0.241935,0.793164,0.364286,0.69697,0.775,0.187461
0.727273,0.16129,0.784175,0.381169,0.666667,0.725,0.111973
0.636364,0.193548,0.640284,0.305195,0.69697,0.75,0.148249
0.545455,0.354839,0.640284,0.322078,0.727273,0.75,0.301111
0.636364,0.435484,0.56835,0.279221,0.606061,0.65,0.344726
0.545455,0.435484,0.550361,0.322078,0.636364,0.675,0.370937
0.636364,0.435484,0.56835,0.364286,0.666667,0.7,0.344726
0.636364,0.435484,0.56835,0.406494,0.666667,0.7,0.344726
0.636364,0.225806,0.640284,0.313636,0.666667,0.725,0.17446
0.545455,0.274194,0.658273,0.322078,0.636364,0.725,0.231076
0.636364,0.274194,0.676263,0.406494,0.666667,0.7,0.213672
0.636364,0.354839,0.658273,0.406494,0.666667,0.725,0.279304
0.545455,0.354839,0.658273,0.406494,0.757576,0.775,0.301111
0.727273,0.354839,0.667262,0.491558,0.727273,0.775,0.260013
0.727273,0.354839,0.658273,0.448701,0.69697,0.775,0.260013
0.545455,0.354839,0.577339,0.406494,0.69697,0.75,0.301111
0.636364,0.435484,0.586328,0.406494,0.727273,0.825,0.344726
0.727273,0.306452,0.586328,0.414935,0.606061,0.675,0.222898
0.727273,0.322581,0.622306,0.406494,0.666667,0.75,0.235269
0.636364,0.435484,0.622306,0.364286,0.636364,0.7,0.344726
0.636364,0.241935,0.730219,0.491558,0.666667,0.7,0.187461
