CRS (RPM),F/A(MF),T/D3(MT),UEP (MPa),LEP (MPa),TPI,PR(mm/r)
0.363636,0.325535,0.092857,0.515152,0.475,0.00531,0.677501
0.363636,0.334536,0.09026,0.515152,0.475,0.005052,0.677501
0.454545,0.285973,0.067532,0.545455,0.45,0.009381,0.475781
0.454545,0.28058,0.028571,0.545455,0.45,0.001546,0.55064
0.454545,0.28058,0.067532,0.515152,0.475,0.007484,0.520654
0.363636,0.325535,0.09026,0.545455,0.475,0.007514,0.596771
0.363636,0.343525,0.101299,0.545455,0.475,0.00878,0.596771
0.363636,0.32194,0.101299,0.515152,0.45,0.00878,0.596771
0.454545,0.298557,0.144156,0.484848,0.475,0.012449,0.625498
0.454545,0.285973,0.10974,0.515152,0.525,0.008714,0.625498
0.454545,0.311153,0.101299,0.484848,0.45,0.010582,0.55064
0.363636,0.329131,0.101299,0.515152,0.475,0.00878,0.596771
0.363636,0.325535,0.101299,0.515152,0.475,0.00878,0.596771
0.363636,0.334536,0.118182,0.515152,0.475,0.010732,0.596771
0.363636,0.338131,0.122727,0.454545,0.45,0.011221,0.596771
0.454545,0.307558,0.118182,0.393939,0.425,0.009648,0.625498
0.454545,0.28058,0.067532,0.393939,0.425,0.004044,0.625498
0.454545,0.26259,0.067532,0.393939,0.4,0.004044,0.625498
0.454545,0.28058,0.067532,0.393939,0.4,0.004044,0.625498
0.363636,0.316546,0.105844,0.393939,0.45,0.00927,0.596771
0.363636,0.325535,0.097403,0.393939,0.425,0.008294,0.596771
0.363636,0.32194,0.101299,0.393939,0.475,0.00878,0.596771
0.363636,0.329131,0.169481,0.363636,0.475,0.016585,0.596771
0.454545,0.28058,0.101299,0.333333,0.425,0.007292,0.640596
0.454545,0.311153,0.135714,0.30303,0.425,0.014784,0.55064
0.454545,0.316546,0.118182,0.393939,0.475,0.014121,0.520654
0.363636,0.361514,0.177922,0.393939,0.425,0.017561,0.596771
0.363636,0.37644,0.194805,0.515152,0.55,0.026756,0.483749
0.454545,0.352513,0.237013,0.515152,0.575,0.029605,0.520654
0.363636,0.361514,0.194805,0.484848,0.55,0.019512,0.596771
0.454545,0.343525,0.152597,0.515152,0.5,0.021388,0.475781
0.363636,0.388492,0.194805,0.515152,0.475,0.026756,0.483749
0.363636,0.433448,0.194805,0.515152,0.5,0.061247,0.241979
0.363636,0.41547,0.169481,0.484848,0.475,0.026993,0.435521
0.363636,0.424459,0.186364,0.515152,0.625,0.038439,0.354791
0.454545,0.460426,0.237013,0.515152,0.575,0.052608,0.326064
0.545455,0.478415,0.338961,0.484848,0.55,0.102439,0.231076
0.363636,0.496404,0.398052,0.515152,0.5,0.100488,0.274062
0.363636,0.478415,0.355844,0.515152,0.5,0.085716,0.290208
0.454545,0.460426,0.372727,0.454545,0.55,0.079505,0.326064
0.454545,0.460426,0.372727,0.515152,0.575,0.079505,0.326064
0.545455,0.424459,0.372727,0.515152,0.6,0.069418,0.370937
0.363636,0.487404,0.394156,0.484848,0.525,0.045442,0.564479
0.454545,0.550361,0.322078,0.515152,0.6,0.125454,0.176138
0.545455,0.586328,0.491558,0.545455,0.625,0.142964,0.231076
0.363636,0.622306,0.652597,0.484848,0.525,0.17832,0.241979
0.363636,0.654678,0.635714,0.484848,0.525,0.211707,0.193542
0.454545,0.640284,0.516883,0.545455,0.575,0.189893,0.176138
0.454545,0.640284,0.516883,0.515152,0.55,0.189893,0.176138
0.363636,0.712229,0.567532,0.454545,0.5,0.370732,0.08052
0.454545,0.370503,0.050649,0.515152,0.425,0.002176,0.625498
0.545455,0.41547,0.186364,0.424242,0.475,0.061914,0.231076
0.454545,0.532371,0.364286,0.454545,0.475,0.21651,0.101279
0.272727,0.532371,0.338961,0.575758,0.6,0.141463,0.16125
0.545455,0.514382,0.491558,0.484848,0.575,0.195497,0.16125
0.363636,0.550361,0.533766,0.484848,0.5,0.180488,0.193542
0.363636,0.514382,0.516883,0.484848,0.55,0.175286,0.193542
0.272727,0.559349,0.448701,0.454545,0.5,0.319862,0.07381
0.272727,0.397481,0.508442,0.454545,0.5,0.273546,0.108828
0.363636,0.550361,0.550649,0.484848,0.55,0.18569,0.193542
0.363636,0.478415,0.322078,0.575758,0.575,0.082927,0.274062
0.454545,0.471224,0.322078,0.484848,0.525,0.125454,0.176138
0.363636,0.514382,0.448701,0.515152,0.575,0.16655,0.177396
0.454545,0.478415,0.364286,0.545455,0.55,0.21651,0.101279
0.454545,0.496404,0.364286,0.515152,0.525,0.21651,0.101279
0.363636,0.514382,0.364286,0.545455,0.5,0.104606,0.241979
0.363636,0.56835,0.533766,0.545455,0.55,0.180488,0.193542
0.363636,0.559349,0.406494,0.575758,0.525,0.152612,0.177396
0.363636,0.442448,0.237013,0.545455,0.525,0.063415,0.274062
0.363636,0.487404,0.237013,0.515152,0.525,0.115446,0.145104
0.363636,0.424459,0.296753,0.545455,0.525,0.05087,0.403229
0.363636,0.514382,0.322078,0.606061,0.65,0.082927,0.274062
0.363636,0.442448,0.448701,0.454545,0.5,0.05784,0.516041
0.363636,0.496404,0.406494,0.484848,0.55,0.219512,0.112812
0.363636,0.622306,0.745455,0.545455,0.6,0.245529,0.193542
0.363636,0.56835,0.661039,0.575758,0.575,0.336585,0.112812
0.363636,0.478415,0.618831,0.515152,0.475,0.261788,0.145104
0.363636,0.496404,0.618831,0.515152,0.55,0.206505,0.193542
0.363636,0.460426,0.483117,0.545455,0.575,0.164878,0.193542
0.363636,0.532371,0.533766,0.545455,0.55,0.229268,0.145104
0.363636,0.460426,0.448701,0.575758,0.55,0.126286,0.241979
0.363636,0.465831,0.567532,0.515152,0.55,0.205574,0.177396
0.363636,0.451437,0.575974,0.545455,0.6,0.141463,0.274062
0.363636,0.40647,0.559091,0.545455,0.55,0.137561,0.274062
0.363636,0.496404,0.457792,0.545455,0.55,0.2,0.145104
0.363636,0.460426,0.406494,0.575758,0.575,0.141463,0.193542
0.363636,0.40647,0.491558,0.575758,0.525,0.137129,0.241979
0.363636,0.460426,0.491558,0.575758,0.575,0.213007,0.145104
0.363636,0.397481,0.474675,0.636364,0.6,0.100743,0.322499
0.363636,0.451437,0.322078,0.575758,0.525,0.050408,0.435521
0.363636,0.433448,0.533766,0.636364,0.575,0.131707,0.274062
0.363636,0.388492,0.483117,0.636364,0.6,0.081534,0.403229
0.363636,0.424459,0.448701,0.545455,0.55,0.112195,0.274062
0.363636,0.397481,0.398052,0.606061,0.575,0.07064,0.387083
0.363636,0.40647,0.398052,0.575758,0.55,0.138861,0.193542
0.363636,0.433448,0.322078,0.545455,0.525,0.115446,0.193542
0.363636,0.429852,0.364286,0.515152,0.475,0.253659,0.08052
0.454545,0.514382,0.406494,0.515152,0.55,0.179332,0.146362
0.363636,0.559349,0.398052,0.515152,0.525,0.273171,0.08052
0.363636,0.505393,0.398052,0.515152,0.5,0.113279,0.241979
0.363636,0.532371,0.533766,0.545455,0.5,0.229268,0.145104
0.363636,0.460426,0.5,0.515152,0.475,0.14835,0.225834
0.363636,0.451437,0.372727,0.545455,0.475,0.094634,0.274062
0.363636,0.451437,0.483117,0.515152,0.525,0.102439,0.322499
0.363636,0.40647,0.491558,0.515152,0.525,0.094634,0.354791
0.363636,0.496404,0.575974,0.575758,0.575,0.193495,0.193542
0.363636,0.442448,0.644156,0.575758,0.525,0.2,0.209688
0.363636,0.460426,0.652597,0.606061,0.525,0.21691,0.193542
0.363636,0.532371,0.508442,0.606061,0.6,0.219512,0.145104
0.363636,0.552513,0.618831,0.606061,0.575,0.261788,0.145104
0.363636,0.370503,0.194805,0.515152,0.475,0.076422,0.193542
0.363636,0.478415,0.406494,0.515152,0.575,0.219512,0.112812
0.636364,0.460426,0.533766,0.424242,0.475,0.312844,0.095827
0.454545,0.478415,0.533766,0.484848,0.5,0.24803,0.131264
0.454545,0.56835,0.533766,0.484848,0.55,0.61576,0.026421
0.454545,0.496404,0.525325,0.484848,0.525,0.29636,0.101279
0.545455,0.478415,0.644156,0.393939,0.45,0.381614,0.091424
0.545455,0.487404,0.533766,0.484848,0.575,0.467809,0.049486
0.454545,0.505393,0.575974,0.424242,0.425,0.405629,0.071294
0.545455,0.550361,0.38961,0.363636,0.5,0.31182,0.063326
0.727273,0.172667,0.042208,0.515152,0.025,0.158874,0.01321
0.636364,0.154678,0.10974,0.484848,0.075,0.13546,0.056406
0.727273,0.172667,0.118182,0.0,0.025,0.15122,0.050325
0.545455,0.226623,0.194805,0.272727,0.25,0.142964,0.091424
0.727273,0.226623,0.144156,0.333333,0.325,0.108692,0.099602
0.454545,0.226623,0.169481,0.151515,0.3,0.153471,0.071294
0.454545,0.26259,0.305195,0.333333,0.375,0.388818,0.026421
0.454545,0.154678,0.194805,0.030303,0.15,0.169231,0.071294
0.454545,0.136688,0.135714,0.121212,0.325,0.132458,0.071294
0.454545,0.352513,0.322078,0.363636,0.45,0.405629,0.026421
0.454545,0.370503,0.279221,0.424242,0.35,0.300563,0.041518
0.545455,0.298557,0.169481,0.272727,0.3,0.273546,0.021388
0.545455,0.370503,0.279221,0.272727,0.325,0.238649,0.063326
0.454545,0.424459,0.491558,0.363636,0.425,0.353096,0.071294
0.545455,0.226623,0.22013,0.181818,0.35,0.229806,0.049486
0.454545,0.334536,0.279221,0.333333,0.375,0.363602,0.026421
0.727273,0.145689,0.135714,0.0,0.0,0.163977,0.050325
0.727273,0.1277,0.10974,0.0,0.05,0.112946,0.074858
0.727273,0.241005,0.211688,0.151515,0.325,0.195164,0.062487
0.636364,0.244601,0.491558,0.0,0.075,0.405629,0.056406
0.727273,0.334536,0.406494,0.363636,0.425,0.368105,0.050325
0.636364,0.334536,0.423377,0.090909,0.2,0.410774,0.043405
0.727273,0.154678,0.092857,0.0,0.075,0.132083,0.050325
0.727273,0.154678,0.092857,0.0,0.1,0.180989,0.025582
0.636364,0.154678,0.067532,0.060606,0.075,0.105441,0.056406
0.727273,0.154678,0.10974,0.0,0.1,0.144841,0.050325
0.818182,0.154678,0.237013,0.0,0.0,0.129456,0.126232
0.727273,0.154678,0.152597,0.0,0.075,0.138462,0.074858
0.636364,0.154678,0.177922,0.0,0.075,0.143865,0.082617
0.727273,0.154678,0.152597,0.0,0.1,0.138462,0.074858
0.727273,0.154678,0.237013,0.0,0.075,0.13117,0.124345
0.727273,0.163666,0.118182,0.0,0.1,0.15122,0.050325
0.727273,0.133093,0.144156,0.0,0.1,0.133358,0.074858
0.727273,0.158273,0.092857,0.0,0.1,0.102739,0.074858
0.818182,0.151082,0.144156,0.0,0.1,0.12782,0.079681
0.818182,0.154678,0.237013,0.0,0.1,0.129456,0.126232
0.727273,0.118699,0.126623,0.0,0.1,0.100188,0.099602
0.727273,0.165464,0.186364,0.0,0.1,0.118835,0.111973
0.727273,0.163666,0.194805,0.0,0.1,0.163977,0.074858
0.818182,0.149284,0.135714,0.0,0.1,0.111445,0.091424
0.818182,0.172667,0.135714,0.0,0.1,0.174484,0.044663
0.818182,0.190645,0.144156,0.0,0.075,0.181238,0.044663
0.818182,0.190645,0.126623,0.0,0.1,0.147467,0.056406
0.818182,0.172667,0.152597,0.0,0.075,0.147467,0.068148
0.818182,0.172667,0.10974,0.0,0.075,0.12045,0.068148
0.727273,0.172667,0.152597,0.0,0.075,0.103132,0.111973
0.818182,0.163666,0.169481,0.0,0.1,0.158274,0.068148
0.818182,0.10971,0.152597,0.0,0.1,0.147467,0.068148
0.818182,0.1277,0.10974,0.0,0.125,0.12045,0.068148
0.727273,0.120509,0.075974,0.212121,0.075,0.074672,0.099602
0.818182,0.118699,0.152597,0.0,0.075,0.12045,0.091424
0.818182,0.17806,0.177922,0.212121,0.075,0.10424,0.126232
0.818182,0.172667,0.135714,0.0,0.075,0.13666,0.068148
0.727273,0.145689,0.203896,0.181818,0.075,0.108182,0.136507
0.818182,0.154678,0.152597,0.0,0.075,0.147467,0.068148
0.818182,0.1277,0.144156,0.0,0.075,0.089831,0.126232
0.818182,0.118699,0.153896,0.212121,0.075,0.094154,0.126232
0.818182,0.118699,0.194805,0.0,0.075,0.111445,0.126232
0.727273,0.118699,0.153247,0.212121,0.125,0.095084,0.124345
0.818182,0.136688,0.152597,0.0,0.075,0.12045,0.091424
0.818182,0.134891,0.150649,0.212121,0.075,0.109229,0.102957
0.818182,0.163666,0.169481,0.0,0.075,0.158274,0.068148
0.818182,0.194784,0.094156,0.212121,0.075,0.163677,0.033131
0.727273,0.170857,0.122078,0.0,0.075,0.089,0.111973
0.818182,0.17806,0.169481,0.212121,0.075,0.201501,0.044663
0.909091,0.208634,0.152597,0.0,0.075,0.19925,0.039841
0.818182,0.136688,0.194805,0.0,0.075,0.174484,0.068148
0.818182,0.190645,0.194805,0.0,0.075,0.174484,0.068148
0.818182,0.134891,0.220779,0.0,0.075,0.132416,0.114699
0.818182,0.118699,0.118182,0.030303,0.1,0.079024,0.126232
0.818182,0.082732,0.152597,0.0,0.075,0.093433,0.126232
0.818182,0.154678,0.161039,0.0,0.075,0.114215,0.102957
0.818182,0.154678,0.152597,0.0,0.075,0.147467,0.068148
0.818182,0.136688,0.092857,0.0,0.15,0.080964,0.102957
0.818182,0.118699,0.135714,0.0,0.1,0.086229,0.126232
0.818182,0.154678,0.084416,0.0,0.075,0.084428,0.091424
0.818182,0.172667,0.135714,0.0,0.075,0.13666,0.068148
0.818182,0.208634,0.092857,0.0,0.075,0.109644,0.068148
0.818182,0.190645,0.144156,0.0,0.075,0.142064,0.068148
0.818182,0.181656,0.092857,0.0,0.075,0.109644,0.068148
0.818182,0.181656,0.152597,0.0,0.075,0.12045,0.091424
0.818182,0.298557,0.092857,0.151515,0.25,0.109644,0.068148
0.818182,0.316546,0.253896,0.030303,0.175,0.174484,0.091424
0.818182,0.388492,0.092857,0.454545,0.475,0.109644,0.068148
0.818182,0.478415,0.169481,0.393939,0.525,0.201501,0.044663
0.818182,0.298557,0.152597,0.151515,0.225,0.187992,0.044663
0.545455,0.478415,0.377273,0.515152,0.525,0.181064,0.133361
0.545455,0.478415,0.559091,0.545455,0.55,0.336585,0.091424
0.454545,0.478415,0.431818,0.545455,0.525,0.206004,0.131264
0.545455,0.478415,0.448701,0.545455,0.55,0.278049,0.091424
0.454545,0.460426,0.38961,0.545455,0.575,0.147866,0.176138
0.454545,0.496404,0.448701,0.545455,0.55,0.258537,0.101279
0.454545,0.496404,0.491558,0.454545,0.525,0.27955,0.101279
0.454545,0.496404,0.474675,0.575758,0.6,0.342589,0.071294
0.454545,0.478415,0.525325,0.484848,0.5,0.29636,0.101279
0.454545,0.487404,0.448701,0.484848,0.5,0.195497,0.146362
0.454545,0.496404,0.618831,0.454545,0.55,0.699812,0.026421
0.454545,0.496404,0.533766,0.454545,0.525,0.379362,0.071294
0.545455,0.485074,0.601299,0.363636,0.425,0.560339,0.042357
0.636364,0.410077,0.279221,0.424242,0.45,0.129456,0.148249
0.636364,0.514382,0.364286,0.515152,0.575,0.315572,0.056406
0.545455,0.514382,0.559091,0.242424,0.35,0.687805,0.021388
0.454545,0.604317,0.661039,0.484848,0.575,0.237523,0.176138
0.454545,0.550361,0.661039,0.545455,0.6,0.525704,0.056406
0.454545,0.514382,0.618831,0.545455,0.575,0.260152,0.146362
0.545455,0.505393,0.572078,0.515152,0.575,0.34334,0.091424
0.454545,0.56835,0.661039,0.606061,0.625,0.363602,0.101279
0.545455,0.586328,0.575974,0.606061,0.625,0.499974,0.049486
0.545455,0.532371,0.237013,0.545455,0.45,0.057411,0.301111
0.545455,0.514382,0.448701,0.666667,0.55,0.068989,0.440763
0.545455,0.532371,0.491558,0.545455,0.525,0.142964,0.231076
0.363636,0.820142,1.0,0.666667,0.75,1.0,0.032292
0.363636,0.748196,0.983117,0.606061,0.675,0.484878,0.112812
0.545455,0.766186,1.0,0.636364,0.625,0.717073,0.063326
0.454545,0.730219,0.872727,0.69697,0.7,0.468668,0.101279
0.454545,0.676263,0.533766,0.666667,0.7,0.142964,0.251206
0.454545,0.703241,0.491558,0.727273,0.8,0.132458,0.251206
0.363636,0.712229,0.575974,0.727273,0.875,0.193495,0.193542
0.454545,0.820142,0.618831,0.727273,0.825,0.223514,0.176138
0.454545,0.820142,0.533766,0.69697,0.775,0.195497,0.176138
0.454545,0.856109,0.661039,0.69697,0.85,0.237523,0.176138
0.363636,0.820142,0.661039,0.69697,0.775,0.219512,0.193542
0.454545,0.802153,0.491558,0.69697,0.85,0.181487,0.176138
0.363636,0.883087,0.512338,0.727273,0.8,0.221139,0.145104
0.363636,0.946044,0.377273,0.727273,0.8,0.169105,0.145104
0.454545,0.928054,0.575974,0.69697,0.8,0.209507,0.176138
0.363636,0.073743,0.618831,0.69697,0.775,0.206505,0.193542
0.454545,0.073743,0.618831,0.666667,0.7,0.128255,0.326064
0.363636,0.118699,0.830519,0.575758,0.65,0.271544,0.193542
0.363636,0.892088,0.914935,0.666667,0.775,0.570732,0.08052
0.363636,0.910065,1.0,0.666667,0.75,0.710106,0.064374
0.454545,0.604317,0.322078,0.666667,0.8,0.090432,0.251206
0.363636,0.640284,0.661039,0.454545,0.6,0.219512,0.193542
0.454545,0.676263,0.745455,0.606061,0.7,0.335586,0.131264
0.454545,0.730219,0.745455,0.575758,0.675,0.308644,0.146362
0.363636,0.658273,0.661039,0.606061,0.65,0.255535,0.16125
0.454545,0.69424,0.661039,0.606061,0.625,0.300563,0.131264
0.454545,0.910065,0.830519,0.575758,0.65,0.370606,0.131264
0.545455,0.910065,0.830519,0.575758,0.65,0.339158,0.147201
0.636364,0.730219,0.830519,0.545455,0.6,0.425642,0.108828
0.545455,0.69424,0.830519,0.606061,0.65,0.315572,0.16125
0.454545,0.721218,1.0,0.575758,0.625,0.349592,0.176138
0.454545,0.730219,0.914935,0.606061,0.65,0.443833,0.116377
0.545455,0.56835,0.237013,0.757576,0.725,0.045403,0.370937
0.545455,0.532371,0.279221,0.757576,0.675,0.066417,0.301111
0.636364,0.460426,0.237013,0.787879,0.775,0.081426,0.213672
0.545455,0.564743,0.381169,0.757576,0.8,0.113696,0.231076
0.636364,0.730219,0.914935,0.727273,0.75,0.561726,0.082617
0.636364,0.730219,0.872727,0.666667,0.75,0.537711,0.082617
0.727273,0.766186,0.847403,0.818182,0.8,0.556923,0.074858
0.636364,0.766186,0.914935,0.727273,0.75,0.705816,0.056406
0.545455,0.514382,0.364286,0.69697,0.675,0.109193,0.231076
0.545455,0.69424,0.618831,0.757576,0.775,0.368105,0.091424
0.636364,0.730219,0.830519,0.727273,0.775,0.513696,0.082617
0.545455,0.69424,0.788312,0.727273,0.725,0.57636,0.063326
0.636364,0.748196,0.898052,0.727273,0.775,0.363203,0.148249
0.545455,0.730219,0.914935,0.878788,0.95,0.660788,0.063326
0.545455,0.532371,0.152597,0.878788,0.7,0.075422,0.16125
0.727273,0.442448,0.22013,0.757576,0.75,0.0931,0.173621
0.636364,0.478415,0.303247,0.727273,0.8,0.138423,0.148249
0.636364,0.634891,0.745455,0.757576,0.8,0.385615,0.108828
0.545455,0.712229,0.745455,0.727273,0.8,0.435647,0.091424
0.818182,0.640284,0.745455,0.727273,0.775,0.345591,0.126232
0.818182,0.640284,0.661039,0.757576,0.825,0.309568,0.126232
0.636364,0.742803,0.813636,0.757576,0.775,0.331182,0.148249
0.636364,0.676263,0.728571,0.757576,0.7,0.246862,0.187461
0.636364,0.676263,0.661039,0.757576,0.775,0.201501,0.213672
0.636364,0.730219,0.745455,0.787879,0.8,0.305567,0.148249
0.636364,0.760792,0.72013,0.818182,0.8,0.343745,0.122038
0.727273,0.748196,0.788312,0.787879,0.575,0.521201,0.074858
0.818182,0.775174,0.914935,0.818182,0.825,0.525704,0.091424
0.636364,0.730219,0.733117,0.757576,0.775,0.379611,0.108828
0.636364,0.784175,0.847403,0.757576,0.775,0.369606,0.135039
0.545455,0.694429,0.347403,0.757576,0.775,0.18424,0.119312
0.545455,0.622306,0.237013,0.757576,0.775,0.123914,0.133361
0.636364,0.526978,0.237013,0.606061,0.6,0.145465,0.108828
0.727273,0.514382,0.194805,0.727273,0.7,0.122759,0.111973
0.636364,0.478415,0.237013,0.757576,0.725,0.092101,0.187461
0.727273,0.496404,0.322078,0.727273,0.725,0.12712,0.173621
0.545455,0.550361,0.253896,0.727273,0.775,0.142964,0.119312
0.545455,0.521585,0.491558,0.757576,0.775,0.210507,0.147201
0.727273,0.595328,0.508442,0.727273,0.675,0.352795,0.074858
0.727273,0.56835,0.516883,0.757576,0.775,0.23372,0.136507
0.636364,0.478415,0.398052,0.666667,0.65,0.221514,0.108828
0.636364,0.550361,0.448701,0.727273,0.725,0.37561,0.056406
0.636364,0.730219,0.559091,0.69697,0.7,0.235122,0.148249
0.636364,0.658273,0.661039,0.69697,0.725,0.317881,0.122038
0.545455,0.496404,0.203247,0.636364,0.625,0.12045,0.119312
0.545455,0.514382,0.194805,0.818182,0.75,0.090432,0.16125
0.545455,0.514382,0.237013,0.606061,0.625,0.105441,0.16125
0.636364,0.69424,0.830519,0.757576,0.825,0.513696,0.082617
0.636364,0.730219,0.914935,0.727273,0.775,0.561726,0.082617
0.545455,0.478415,0.135714,0.757576,0.775,0.111445,0.091424
0.545455,0.442448,0.194805,0.727273,0.725,0.128636,0.105263
0.454545,0.69424,0.745455,0.727273,0.8,0.510694,0.071294
0.454545,0.640284,0.914935,0.757576,0.775,0.489681,0.101279
0.545455,0.622306,0.813636,0.69697,0.75,0.47167,0.091424
0.454545,0.532371,0.372727,0.69697,0.75,0.181487,0.131264
0.545455,0.676263,0.635714,0.787879,0.8,0.31182,0.119312
0.545455,0.561147,0.516883,0.69697,0.725,0.259287,0.119312
0.545455,0.586328,0.653896,0.727273,0.75,0.294328,0.133361
0.545455,0.586328,0.914935,0.727273,0.775,0.345591,0.16125
0.454545,0.640284,0.745455,0.69697,0.7,0.218846,0.22122
0.454545,0.730219,0.745455,0.727273,0.775,0.195497,0.251206
0.545455,0.730219,0.745455,0.666667,0.75,0.3606,0.119312
0.454545,0.424459,0.144156,0.787879,0.725,0.066618,0.176138
0.545455,0.428054,0.152597,0.727273,0.775,0.075422,0.16125
0.454545,0.487404,0.305195,0.727273,0.775,0.11985,0.176138
0.545455,0.532371,0.322078,0.787879,0.775,0.110445,0.203187
0.545455,0.550361,0.305195,0.666667,0.7,0.093433,0.231076
0.454545,0.550361,0.364286,0.69697,0.725,0.11378,0.22122
0.454545,0.58453,0.448701,0.727273,0.75,0.156098,0.191235
0.545455,0.56835,0.448701,0.69697,0.725,0.157532,0.189138
0.545455,0.550361,0.406494,0.757576,0.775,0.144288,0.189138
0.545455,0.577339,0.448701,0.787879,0.8,0.131707,0.231076
0.636364,0.589923,0.474675,0.727273,0.75,0.148668,0.213672
0.636364,0.505393,0.448701,0.69697,0.75,0.141463,0.213672
0.545455,0.586328,0.448701,0.787879,0.85,0.131707,0.231076
0.636364,0.56835,0.364286,0.666667,0.725,0.117448,0.213672
0.545455,0.577339,0.364286,0.666667,0.725,0.109193,0.231076
0.727273,0.636688,0.414935,0.757576,0.85,0.158307,0.173621
0.727273,0.640284,0.448701,0.787879,0.875,0.15122,0.198155
0.545455,0.550361,0.491558,0.636364,0.675,0.111445,0.301111
0.727273,0.541372,0.322078,0.606061,0.7,0.08743,0.260013
0.636364,0.550361,0.406494,0.606061,0.675,0.081426,0.344726
0.636364,0.622306,0.474675,0.69697,0.75,0.094235,0.344726
0.636364,0.622306,0.406494,0.636364,0.725,0.081426,0.344726
0.545455,0.604317,0.448701,0.606061,0.675,0.082927,0.370937
0.545455,0.604317,0.448701,0.787879,0.775,0.082927,0.370937
0.545455,0.640284,0.448701,0.636364,0.7,0.082927,0.370937
0.636364,0.658273,0.364286,0.69697,0.75,0.091032,0.279304
0.636364,0.658273,0.364286,0.727273,0.8,0.091032,0.279304
0.545455,0.69424,0.406494,0.606061,0.65,0.10817,0.259174
0.545455,0.69424,0.474675,0.606061,0.6,0.138462,0.231076
0.636364,0.721218,0.322078,0.606061,0.625,0.185492,0.108828
0.636364,0.712229,0.322078,0.606061,0.65,0.145465,0.148249
0.636364,0.676263,0.322078,0.606061,0.65,0.105441,0.213672
0.727273,0.76259,0.305195,0.606061,0.7,0.173791,0.111973
0.727273,0.766186,0.338961,0.666667,0.7,0.250732,0.074858
0.636364,0.793164,0.364286,0.69697,0.775,0.132125,0.187461
0.727273,0.784175,0.381169,0.666667,0.725,0.20912,0.111973
0.636364,0.640284,0.305195,0.69697,0.75,0.139062,0.148249
0.545455,0.640284,0.322078,0.727273,0.75,0.075422,0.301111
0.636364,0.56835,0.279221,0.606061,0.65,0.057411,0.344726
0.545455,0.550361,0.322078,0.636364,0.675,0.060413,0.370937
0.636364,0.56835,0.364286,0.666667,0.7,0.07342,0.344726
0.636364,0.56835,0.406494,0.666667,0.7,0.081426,0.344726
0.636364,0.640284,0.313636,0.666667,0.725,0.123806,0.17446
0.545455,0.658273,0.322078,0.636364,0.725,0.097936,0.231076
0.636364,0.676263,0.406494,0.666667,0.7,0.129456,0.213672
0.636364,0.658273,0.406494,0.666667,0.725,0.100638,0.279304
0.545455,0.658273,0.406494,0.757576,0.775,0.093433,0.301111
0.727273,0.667262,0.491558,0.727273,0.775,0.128255,0.260013
0.727273,0.658273,0.448701,0.69697,0.775,0.118049,0.260013
0.545455,0.577339,0.406494,0.69697,0.75,0.093433,0.301111
0.636364,0.586328,0.406494,0.727273,0.825,0.081426,0.344726
0.727273,0.586328,0.414935,0.606061,0.675,0.126862,0.222898
0.727273,0.622306,0.406494,0.666667,0.75,0.118493,0.235269
0.636364,0.622306,0.364286,0.636364,0.7,0.07342,0.344726
0.636364,0.730219,0.491558,0.666667,0.7,0.172149,0.187461
