CRS (RPM),F/A(MF),T/D3(MT),UEP (MPa),LEP (MPa),TPI,PR(mm/r)
0.363636,0.421634,0.353369,0.515152,0.600000,0.082744,0.354791
0.363636,0.468280,0.309115,0.393939,0.500000,0.019844,0.919270
0.272727,0.249997,0.068692,0.454545,0.450000,0.008285,0.563221
0.363636,0.626863,0.525760,0.636364,0.625000,0.412571,0.080520
0.272727,0.123128,0.068692,0.060606,0.175000,0.026064,0.318515
1.000000,0.189550,0.051519,0.000000,0.075000,0.158416,0.035437
0.363636,0.458955,0.387715,0.181818,0.175000,0.090099,0.354791
0.454545,0.291048,0.085865,0.333333,0.425000,0.007440,0.640596
0.272727,0.248243,0.126156,0.333333,0.325000,0.009866,0.702873
0.454545,0.457091,0.396301,0.333333,0.475000,0.091623,0.356049
0.545455,0.608203,0.439234,0.787879,0.850000,0.153996,0.231076
0.363636,0.350747,0.107662,0.454545,0.450000,0.012069,0.596771
0.545455,0.701493,0.223910,0.787879,0.725000,0.123055,0.161250
0.636364,0.682833,0.353369,0.696970,0.750000,0.106082,0.279304
0.363636,0.477604,0.457067,0.484848,0.475000,0.421602,0.064374
0.727273,0.347017,0.396301,0.363636,0.425000,0.432461,0.050325
0.454545,0.231336,0.180978,0.333333,0.300000,0.008267,0.925142
0.727273,0.169773,0.180978,0.000000,0.100000,0.192008,0.074858
0.363636,0.496264,0.353369,0.515152,0.525000,0.065888,0.435521
0.272727,0.906710,0.189564,0.969697,0.925000,0.108911,0.161250
0.636364,0.477604,0.223910,0.787879,0.775000,0.094767,0.213672
0.545455,0.813432,0.672391,0.757576,0.800000,0.330166,0.147201
0.454545,0.477604,0.361955,0.454545,0.550000,0.092504,0.326064
0.454545,0.382461,0.081902,0.515152,0.425000,0.023161,0.370937
0.363636,0.692157,0.508587,0.727273,0.600000,0.101460,0.403229
0.363636,0.263063,0.062748,0.333333,0.250000,0.007380,0.564479
0.545455,0.869401,0.655218,0.727273,0.800000,0.379420,0.119312
0.363636,0.720141,0.379128,0.757576,0.700000,0.248232,0.112812
0.727273,0.249997,0.198151,0.151515,0.325000,0.228745,0.062487
0.909091,0.192163,0.111625,0.000000,0.100000,0.146521,0.072971
0.454545,0.291048,0.051519,0.363636,0.300000,0.006365,0.550640
0.727273,0.207094,0.120872,0.000000,0.300000,0.222065,0.037953
0.363636,0.356341,0.198151,0.515152,0.450000,0.026372,0.564479
0.363636,0.315303,0.129458,0.515152,0.450000,0.008819,0.741875
0.545455,0.533573,0.482827,0.484848,0.575000,0.229137,0.161250
0.636364,0.682833,0.655218,0.696970,0.725000,0.373299,0.122038
0.363636,0.378731,0.138045,0.575758,0.500000,0.017903,0.564479
0.363636,0.626863,0.482827,0.575758,0.600000,0.274141,0.128958
0.363636,0.906710,0.585865,0.787879,0.750000,0.324289,0.128958
0.363636,0.322762,0.068692,0.545455,0.475000,0.004088,0.677501
0.545455,0.608203,0.568692,0.606061,0.625000,0.587797,0.049486
0.727273,0.458955,0.206737,0.757576,0.750000,0.108518,0.173621
0.545455,0.458955,0.180978,0.727273,0.725000,0.150378,0.105263
0.454545,0.570894,0.310436,0.515152,0.600000,0.146630,0.176138
0.545455,0.533573,0.223910,0.606061,0.625000,0.123055,0.161250
