F/A(MF),T/D3(MT),UEP (MPa),LEP (MPa),SE(kW· h/m3),FPI,TPI,PR(mm/r)
0.320142,0.163636,0.545455,0.5,0.009492,0.015224,0.009315,0.774166
0.370503,0.211688,0.575758,0.5,0.02452,0.034947,0.02424,0.55064
0.402874,0.224675,0.575758,0.55,0.027232,0.040502,0.026855,0.535752
0.460426,0.398052,0.545455,0.575,0.04339,0.041328,0.042927,0.596771
0.451437,0.364286,0.484848,0.5,0.039548,0.040291,0.039024,0.596771
0.447842,0.341558,0.484848,0.45,0.052429,0.05843,0.051971,0.445796
0.402874,0.35974,0.515152,0.425,0.040226,0.036117,0.039901,0.580625
0.354311,0.245455,0.515152,0.525,0.034124,0.039694,0.033852,0.483749
0.352513,0.270779,0.515152,0.45,0.042825,0.045475,0.042603,0.435521
0.402874,0.273377,0.515152,0.525,0.03887,0.047517,0.038559,0.475781
0.381289,0.180519,0.515152,0.5,0.019774,0.034893,0.0195,0.565737
0.298557,0.044156,0.545455,0.475,0.001921,0.021751,0.001795,0.61061
0.334536,0.04026,0.545455,0.45,0.005763,0.037819,0.005538,0.475781
0.334536,0.10974,0.454545,0.475,0.008927,0.024774,0.008714,0.625498
0.399279,0.205844,0.484848,0.5,0.022938,0.036978,0.022514,0.566576
0.375896,0.262338,0.545455,0.5,0.024746,0.027921,0.02439,0.645209
0.325535,0.158442,0.545455,0.525,0.014237,0.023781,0.014037,0.625498
0.352513,0.152597,0.545455,0.45,0.012655,0.025058,0.012383,0.650451
0.343525,0.135714,0.545455,0.45,0.008475,0.020011,0.008288,0.720486
0.352513,0.169481,0.606061,0.55,0.013333,0.023356,0.013115,0.677501
0.388492,0.213636,0.545455,0.5,0.022034,0.033033,0.021659,0.596771
0.388492,0.279221,0.545455,0.525,0.023955,0.026069,0.023598,0.692388
0.424459,0.322078,0.545455,0.525,0.035819,0.038669,0.035398,0.580625
0.424459,0.237013,0.606061,0.525,0.031751,0.047427,0.031277,0.499895
0.370503,0.10974,0.636364,0.525,0.018192,0.04824,0.017885,0.435521
0.298557,0.152597,0.575758,0.475,0.014802,0.022665,0.014634,0.596771
0.334536,0.067532,0.545455,0.475,0.002938,0.021513,0.002711,0.677501
0.334536,0.10974,0.575758,0.475,0.009944,0.026812,0.009756,0.596771
0.361514,0.161039,0.545455,0.45,0.015932,0.029923,0.01561,0.596771
0.352513,0.177922,0.575758,0.475,0.025198,0.040371,0.024991,0.475781
0.375896,0.186364,0.545455,0.5,0.023955,0.039653,0.02364,0.510799
0.496404,0.194805,0.515152,0.6,0.083503,0.16871,0.082927,0.177396
0.39029,0.233117,0.515152,0.575,0.037062,0.051281,0.036749,0.435521
0.370503,0.186364,0.575758,0.575,0.029379,0.047481,0.029106,0.440763
0.375896,0.248052,0.515152,0.475,0.035254,0.043689,0.034957,0.475781
0.316546,0.253896,0.484848,0.425,0.026441,0.024739,0.026341,0.596771
0.316546,0.238961,0.515152,0.475,0.026667,0.02705,0.026573,0.565737
0.368705,0.097403,0.515152,0.425,0.020904,0.058555,0.020638,0.370937
0.302153,0.15974,0.515152,0.425,0.017966,0.026461,0.017831,0.55064
0.314749,0.214286,0.515152,0.425,0.022825,0.025696,0.022688,0.580625
0.325535,0.192857,0.545455,0.475,0.022825,0.03039,0.022676,0.538687
0.325535,0.075974,0.575758,0.5,0.013107,0.041926,0.012947,0.430908
0.285973,0.183766,0.545455,0.45,0.015367,0.017386,0.015256,0.661355
0.334536,0.152597,0.515152,0.475,0.027571,0.047602,0.027392,0.400923
0.352513,0.152597,0.484848,0.425,0.036045,0.064872,0.035797,0.326064
0.352513,0.237013,0.424242,0.45,0.061921,0.076566,0.061779,0.280981
0.370503,0.13961,0.424242,0.475,0.015028,0.033808,0.014697,0.563221
0.370503,0.262338,0.393939,0.45,0.041582,0.04824,0.0413,0.435521
0.370503,0.262338,0.515152,0.45,0.033559,0.038365,0.033309,0.516041
0.41547,0.322078,0.393939,0.425,0.069718,0.077378,0.069418,0.326064
0.309355,0.262338,0.454545,0.475,0.037062,0.034245,0.036998,0.475781
0.341727,0.347403,0.848485,0.35,0.041469,0.031576,0.041267,0.548333
0.388492,0.181818,0.454545,0.45,0.037853,0.065137,0.037508,0.356049
0.325535,0.38961,0.454545,0.45,0.049605,0.032009,0.04951,0.520654
0.318344,0.177922,0.515152,0.45,0.028814,0.04081,0.028707,0.430908
0.316546,0.194805,0.454545,0.4,0.02452,0.031256,0.02439,0.516041
0.316546,0.169481,0.484848,0.45,0.021243,0.031256,0.021046,0.516041
0.325535,0.194805,0.424242,0.35,0.018079,0.023554,0.017885,0.629063
0.311153,0.135714,0.515152,0.425,0.013559,0.02527,0.013382,0.580625
0.343525,0.211688,0.515152,0.45,0.023616,0.030414,0.023364,0.564479
0.325535,0.194805,0.393939,0.375,0.027571,0.036542,0.027392,0.475781
0.323737,0.283117,0.424242,0.425,0.024859,0.020407,0.024738,0.677501
0.334536,0.194805,0.393939,0.325,0.027571,0.037819,0.027392,0.475781
0.334536,0.262338,0.363636,0.45,0.037175,0.037819,0.036998,0.475781
0.307558,0.194805,0.272727,0.35,0.028701,0.035604,0.028629,0.460893
0.352513,0.270779,0.424242,0.35,0.059548,0.064872,0.059332,0.326064
0.40647,0.364286,0.515152,0.6,0.071525,0.0687,0.07122,0.354791
0.397481,0.347403,0.545455,0.475,0.044746,0.041921,0.044461,0.516041
0.378238,0.347403,0.363636,0.475,0.040226,0.034749,0.039913,0.563221
0.251804,0.20974,0.454545,0.45,0.023051,0.019206,0.023087,0.565737
0.30576,0.133766,0.454545,0.375,0.028701,0.049918,0.028638,0.356049
0.28058,0.152597,0.515152,0.425,0.021469,0.030162,0.021388,0.475781
0.282377,0.112338,0.515152,0.425,0.008701,0.018378,0.008615,0.636611
0.334536,0.211688,0.515152,0.475,0.017627,0.021513,0.017453,0.677501
0.332738,0.186364,0.484848,0.425,0.015028,0.021329,0.01485,0.677501
0.352513,0.101299,0.515152,0.425,0.036045,0.08631,0.035797,0.251206
0.316546,0.10974,0.484848,0.4,0.015593,0.035266,0.015385,0.475781
0.316546,0.092857,0.515152,0.475,0.011186,0.031256,0.011011,0.516041
0.291366,0.10974,0.484848,0.4,0.013107,0.027543,0.013016,0.520654
0.298557,0.10974,0.484848,0.375,0.018305,0.037739,0.0182,0.430908
0.332738,0.092857,0.424242,0.375,0.009831,0.030455,0.009624,0.548333
0.334536,0.101299,0.424242,0.4,0.012316,0.033626,0.012125,0.516041
0.298557,0.101299,0.515152,0.425,0.010734,0.026015,0.010582,0.55064
0.26259,0.067532,0.515152,0.425,0.006441,0.021548,0.006379,0.55064
0.298557,0.092857,0.454545,0.375,0.01096,0.028483,0.010804,0.520654
0.289568,0.118182,0.484848,0.4,0.012768,0.024898,0.012683,0.55064
0.338131,0.094805,0.515152,0.475,0.008249,0.027227,0.008,0.596771
0.316546,0.084416,0.515152,0.45,0.007006,0.024739,0.006829,0.596771
0.316546,0.118182,0.424242,0.35,0.016723,0.035266,0.016585,0.475781
0.316546,0.135714,0.515152,0.425,0.011638,0.022789,0.011515,0.625498
0.316546,0.118182,0.484848,0.4,0.012881,0.028248,0.012683,0.55064
0.298557,0.118182,0.515152,0.425,0.016723,0.032714,0.016585,0.475781
0.32194,0.084416,0.515152,0.45,0.004633,0.020222,0.004446,0.677501
0.316546,0.092857,0.515152,0.475,0.005537,0.01967,0.00531,0.677501
0.298557,0.092857,0.515152,0.425,0.015706,0.037739,0.015574,0.430908
0.28058,0.067532,0.363636,0.3,0.006441,0.023781,0.006379,0.55064
0.334536,0.088961,0.545455,0.475,0.007571,0.026812,0.007319,0.596771
0.325535,0.092857,0.545455,0.475,0.008023,0.025775,0.007805,0.596771
0.253601,0.033766,0.454545,0.35,0.002147,0.020432,0.002176,0.55064
0.244601,0.075974,0.484848,0.4,0.007458,0.019315,0.00743,0.55064
0.334536,0.085065,0.515152,0.475,0.007119,0.026812,0.006928,0.596771
0.334536,0.101299,0.545455,0.5,0.00904,0.026812,0.00878,0.596771
0.325535,0.097403,0.515152,0.475,0.008475,0.025775,0.008294,0.596771
0.298557,0.092857,0.545455,0.45,0.009605,0.026015,0.009531,0.55064
0.28058,0.050649,0.545455,0.45,0.004407,0.023781,0.004278,0.55064
0.294962,0.067532,0.515152,0.475,0.007571,0.028013,0.007484,0.520654
0.325535,0.088961,0.545455,0.475,0.007458,0.025775,0.007319,0.596771
0.325535,0.092857,0.515152,0.475,0.005537,0.020591,0.00531,0.677501
0.334536,0.09026,0.515152,0.475,0.005311,0.021513,0.005052,0.677501
0.285973,0.067532,0.545455,0.45,0.009492,0.030928,0.009381,0.475781
0.28058,0.028571,0.545455,0.45,0.001582,0.023781,0.001546,0.55064
0.28058,0.067532,0.515152,0.475,0.007571,0.026132,0.007484,0.520654
0.325535,0.09026,0.545455,0.475,0.007684,0.025775,0.007514,0.596771
0.343525,0.101299,0.545455,0.475,0.00904,0.027849,0.00878,0.596771
0.32194,0.101299,0.515152,0.45,0.008927,0.025361,0.00878,0.596771
0.298557,0.144156,0.484848,0.475,0.012542,0.020804,0.012449,0.625498
0.285973,0.10974,0.515152,0.525,0.008814,0.019415,0.008714,0.625498
0.311153,0.101299,0.484848,0.45,0.010734,0.027578,0.010582,0.55064
0.329131,0.101299,0.515152,0.475,0.00904,0.02619,0.00878,0.596771
0.325535,0.101299,0.515152,0.475,0.008927,0.025775,0.00878,0.596771
0.334536,0.118182,0.515152,0.475,0.01096,0.026812,0.010732,0.596771
0.338131,0.122727,0.454545,0.45,0.011412,0.027227,0.011221,0.596771
0.307558,0.118182,0.393939,0.425,0.009831,0.021796,0.009648,0.625498
0.28058,0.067532,0.393939,0.425,0.004181,0.018819,0.004044,0.625498
0.26259,0.067532,0.393939,0.4,0.004068,0.016834,0.004044,0.625498
0.28058,0.067532,0.393939,0.4,0.004181,0.018819,0.004044,0.625498
0.316546,0.105844,0.393939,0.45,0.009492,0.024739,0.00927,0.596771
0.325535,0.097403,0.393939,0.425,0.008475,0.025775,0.008294,0.596771
0.32194,0.101299,0.393939,0.475,0.008927,0.025361,0.00878,0.596771
0.329131,0.169481,0.363636,0.475,0.016723,0.02619,0.016585,0.596771
0.28058,0.101299,0.333333,0.425,0.007345,0.017956,0.007292,0.640596
0.311153,0.135714,0.30303,0.425,0.014915,0.027578,0.014784,0.55064
0.316546,0.118182,0.393939,0.475,0.014237,0.030834,0.014121,0.520654
0.361514,0.177922,0.393939,0.425,0.017853,0.029923,0.017561,0.596771
0.37644,0.194805,0.515152,0.55,0.027006,0.042786,0.026756,0.483749
0.352513,0.237013,0.515152,0.575,0.029831,0.035535,0.029605,0.520654
0.361514,0.194805,0.484848,0.55,0.019774,0.029923,0.019512,0.596771
0.343525,0.152597,0.515152,0.5,0.021582,0.039095,0.021388,0.475781
0.388492,0.194805,0.515152,0.475,0.027119,0.04447,0.026756,0.483749
0.433448,0.194805,0.515152,0.5,0.061695,0.11045,0.061247,0.241979
0.41547,0.169481,0.484848,0.475,0.027345,0.055153,0.026993,0.435521
0.424459,0.186364,0.515152,0.625,0.03887,0.072018,0.038439,0.354791
0.460426,0.237013,0.515152,0.575,0.053107,0.08631,0.052608,0.326064
0.478415,0.338961,0.484848,0.55,0.102938,0.127465,0.102439,0.231076
0.496404,0.398052,0.515152,0.5,0.101017,0.111833,0.100488,0.274062
0.478415,0.355844,0.515152,0.5,0.086215,0.101563,0.085716,0.290208
0.460426,0.372727,0.454545,0.55,0.08,0.08631,0.079505,0.326064
0.460426,0.372727,0.515152,0.575,0.08,0.08631,0.079505,0.326064
0.424459,0.372727,0.515152,0.6,0.069831,0.068445,0.069418,0.370937
0.487404,0.394156,0.484848,0.525,0.045989,0.047876,0.045442,0.564479
0.550361,0.322078,0.515152,0.6,0.126102,0.187548,0.125454,0.176138
0.586328,0.491558,0.545455,0.625,0.143616,0.156177,0.142964,0.231076
0.622306,0.652597,0.484848,0.525,0.179096,0.158836,0.17832,0.241979
0.654678,0.635714,0.484848,0.525,0.212429,0.204733,0.211707,0.193542
0.640284,0.516883,0.545455,0.575,0.190621,0.217323,0.189893,0.176138
0.640284,0.516883,0.515152,0.55,0.190621,0.217323,0.189893,0.176138
0.712229,0.567532,0.454545,0.5,0.371412,0.435325,0.370732,0.08052
0.370503,0.050649,0.515152,0.425,0.002486,0.028744,0.002176,0.625498
0.41547,0.186364,0.424242,0.475,0.06226,0.110716,0.061914,0.231076
0.532371,0.364286,0.454545,0.475,0.216949,0.28283,0.21651,0.101279
0.532371,0.338961,0.575758,0.6,0.142034,0.196055,0.141463,0.16125
0.514382,0.491558,0.484848,0.575,0.195932,0.189675,0.195497,0.16125
0.550361,0.533766,0.484848,0.5,0.181017,0.17266,0.180488,0.193542
0.514382,0.516883,0.484848,0.55,0.175706,0.161601,0.175286,0.193542
0.559349,0.448701,0.454545,0.5,0.320226,0.367417,0.319862,0.07381
0.397481,0.508442,0.454545,0.5,0.273559,0.204562,0.273546,0.108828
0.550361,0.550649,0.484848,0.55,0.186215,0.17266,0.18569,0.193542
0.478415,0.322078,0.575758,0.575,0.08339,0.107685,0.082927,0.274062
0.471224,0.322078,0.484848,0.525,0.125876,0.161345,0.125454,0.176138
0.514382,0.448701,0.515152,0.575,0.167006,0.174635,0.16655,0.177396
0.478415,0.364286,0.545455,0.55,0.216836,0.256032,0.21651,0.101279
0.496404,0.364286,0.515152,0.525,0.216836,0.264965,0.21651,0.101279
0.514382,0.364286,0.545455,0.5,0.105198,0.131187,0.104606,0.241979
0.56835,0.533766,0.545455,0.55,0.181017,0.17819,0.180488,0.193542
0.559349,0.406494,0.575758,0.525,0.15322,0.189447,0.152612,0.177396
0.442448,0.237013,0.545455,0.525,0.063842,0.099391,0.063415,0.274062
0.487404,0.237013,0.515152,0.525,0.115932,0.196853,0.115446,0.145104
0.424459,0.296753,0.545455,0.525,0.051299,0.062065,0.05087,0.403229
0.514382,0.322078,0.606061,0.65,0.083503,0.11598,0.082927,0.274062
0.442448,0.448701,0.454545,0.5,0.058305,0.047845,0.05784,0.516041
0.496404,0.406494,0.484848,0.55,0.219887,0.244547,0.219512,0.112812
0.622306,0.745455,0.545455,0.6,0.246215,0.194779,0.245529,0.193542
0.56835,0.661039,0.575758,0.575,0.336949,0.277726,0.336585,0.112812
0.478415,0.618831,0.515152,0.475,0.262034,0.193397,0.261788,0.145104
0.496404,0.618831,0.515152,0.55,0.206893,0.156071,0.206505,0.193542
0.460426,0.483117,0.545455,0.575,0.165198,0.145011,0.164878,0.193542
0.532371,0.533766,0.545455,0.55,0.229718,0.214133,0.229268,0.145104
0.460426,0.448701,0.575758,0.55,0.126667,0.117363,0.126286,0.241979
0.465831,0.567532,0.515152,0.55,0.205876,0.158638,0.205574,0.177396
0.451437,0.575974,0.545455,0.6,0.141808,0.101464,0.141463,0.274062
0.40647,0.559091,0.545455,0.55,0.13774,0.091096,0.137561,0.274062
0.496404,0.457792,0.545455,0.55,0.200339,0.200309,0.2,0.145104
0.460426,0.406494,0.575758,0.575,0.141808,0.145011,0.141463,0.193542
0.40647,0.491558,0.575758,0.525,0.137401,0.103538,0.137129,0.241979
0.460426,0.491558,0.575758,0.575,0.21322,0.186485,0.213007,0.145104
0.397481,0.474675,0.636364,0.6,0.101017,0.074687,0.100743,0.322499
0.451437,0.322078,0.575758,0.525,0.050847,0.060682,0.050408,0.435521
0.433448,0.533766,0.636364,0.575,0.131977,0.097317,0.131707,0.274062
0.388492,0.483117,0.636364,0.6,0.081808,0.05614,0.081534,0.403229
0.424459,0.448701,0.545455,0.55,0.112542,0.095243,0.112195,0.274062
0.397481,0.398052,0.606061,0.575,0.07096,0.060529,0.07064,0.387083
0.40647,0.398052,0.575758,0.55,0.139096,0.128422,0.138861,0.193542
0.433448,0.322078,0.545455,0.525,0.115819,0.136717,0.115446,0.193542
0.429852,0.364286,0.515152,0.475,0.253785,0.272542,0.253659,0.08052
0.514382,0.406494,0.515152,0.55,0.179774,0.205872,0.179332,0.146362
0.559349,0.398052,0.515152,0.525,0.273559,0.347194,0.273171,0.08052
0.505393,0.398052,0.515152,0.5,0.113785,0.128883,0.113279,0.241979
0.532371,0.533766,0.545455,0.5,0.229718,0.214133,0.229268,0.145104
0.460426,0.5,0.515152,0.475,0.148701,0.125494,0.14835,0.225834
0.451437,0.372727,0.545455,0.475,0.095028,0.101464,0.094634,0.274062
0.451437,0.483117,0.515152,0.525,0.102825,0.085506,0.102439,0.322499
0.40647,0.491558,0.515152,0.525,0.094915,0.0687,0.094634,0.354791
0.496404,0.575974,0.575758,0.575,0.193898,0.156071,0.193495,0.193542
0.442448,0.644156,0.575758,0.525,0.200226,0.129459,0.2,0.209688
0.460426,0.652597,0.606061,0.525,0.217175,0.145011,0.21691,0.193542
0.532371,0.508442,0.606061,0.6,0.22,0.214133,0.219512,0.145104
0.552513,0.618831,0.606061,0.575,0.26226,0.221875,0.261788,0.145104
0.370503,0.194805,0.515152,0.475,0.07661,0.117363,0.076422,0.193542
0.478415,0.406494,0.515152,0.575,0.219774,0.236253,0.219512,0.112812
0.460426,0.533766,0.424242,0.475,0.312994,0.25754,0.312844,0.095827
0.478415,0.533766,0.484848,0.5,0.248249,0.20988,0.24803,0.131264
0.56835,0.533766,0.484848,0.55,0.615706,0.622274,0.61576,0.026421
0.496404,0.525325,0.484848,0.525,0.29661,0.264965,0.29636,0.101279
0.478415,0.644156,0.393939,0.45,0.381695,0.275812,0.381614,0.091424
0.487404,0.533766,0.484848,0.575,0.467797,0.409803,0.467809,0.049486
0.505393,0.575974,0.424242,0.425,0.405763,0.34201,0.405629,0.071294
0.550361,0.38961,0.363636,0.5,0.312203,0.397839,0.31182,0.063326
0.172667,0.042208,0.515152,0.025,0.158418,0.28283,0.158874,0.01321
0.154678,0.10974,0.484848,0.075,0.135028,0.145011,0.13546,0.056406
0.172667,0.118182,0.0,0.025,0.150847,0.168938,0.15122,0.050325
0.226623,0.194805,0.272727,0.25,0.142712,0.141821,0.142964,0.091424
0.226623,0.144156,0.333333,0.325,0.108475,0.132782,0.108692,0.099602
0.226623,0.169481,0.151515,0.3,0.15322,0.168938,0.153471,0.071294
0.26259,0.305195,0.333333,0.375,0.388249,0.318561,0.388818,0.026421
0.154678,0.194805,0.030303,0.15,0.168701,0.124275,0.169231,0.071294
0.136688,0.135714,0.121212,0.325,0.131977,0.113109,0.132458,0.071294
0.352513,0.322078,0.363636,0.45,0.405311,0.407888,0.405629,0.026421
0.370503,0.279221,0.424242,0.35,0.300452,0.351314,0.300563,0.041518
0.298557,0.169481,0.272727,0.3,0.273333,0.38109,0.273546,0.021388
0.370503,0.279221,0.272727,0.325,0.238644,0.278204,0.238649,0.063326
0.424459,0.491558,0.363636,0.425,0.352994,0.291763,0.353096,0.071294
0.226623,0.22013,0.181818,0.35,0.229379,0.211551,0.229806,0.049486
0.334536,0.279221,0.333333,0.375,0.363277,0.390023,0.363602,0.026421
0.145689,0.135714,0.0,0.0,0.163503,0.1486,0.163977,0.050325
0.1277,0.10974,0.0,0.05,0.112429,0.103857,0.112946,0.074858
0.241005,0.211688,0.151515,0.325,0.194802,0.193645,0.195164,0.062487
0.244601,0.491558,0.0,0.075,0.404972,0.208816,0.405629,0.056406
0.334536,0.406494,0.363636,0.425,0.367797,0.290965,0.368105,0.050325
0.334536,0.423377,0.090909,0.2,0.410395,0.31455,0.410774,0.043405
0.154678,0.092857,0.0,0.075,0.131638,0.15538,0.132083,0.050325
0.154678,0.092857,0.0,0.1,0.180452,0.214133,0.180989,0.025582
0.154678,0.067532,0.060606,0.075,0.105085,0.145011,0.105441,0.056406
0.154678,0.10974,0.0,0.1,0.144407,0.15538,0.144841,0.050325
0.154678,0.237013,0.0,0.0,0.12904,0.078654,0.129456,0.126232
0.154678,0.152597,0.0,0.075,0.137966,0.120127,0.138462,0.074858
0.154678,0.177922,0.0,0.075,0.14339,0.111833,0.143865,0.082617
0.154678,0.152597,0.0,0.1,0.137966,0.120127,0.138462,0.074858
0.154678,0.237013,0.0,0.075,0.130734,0.079839,0.13117,0.124345
0.163666,0.118182,0.0,0.1,0.150734,0.162159,0.15122,0.050325
0.133093,0.144156,0.0,0.1,0.132881,0.107111,0.133358,0.074858
0.158273,0.092857,0.0,0.1,0.102373,0.122297,0.102739,0.074858
0.151082,0.144156,0.0,0.1,0.127345,0.112761,0.12782,0.079681
0.154678,0.237013,0.0,0.1,0.12904,0.078654,0.129456,0.126232
0.118699,0.126623,0.0,0.1,0.099661,0.078547,0.100188,0.099602
0.165464,0.186364,0.0,0.1,0.118418,0.092593,0.118835,0.111973
0.163666,0.194805,0.0,0.1,0.163503,0.125551,0.163977,0.074858
0.149284,0.135714,0.0,0.1,0.111073,0.100667,0.111445,0.091424
0.172667,0.135714,0.0,0.1,0.174011,0.180104,0.174484,0.044663
0.190645,0.144156,0.0,0.075,0.180791,0.19446,0.181238,0.044663
0.190645,0.126623,0.0,0.1,0.147119,0.170533,0.147467,0.056406
0.172667,0.152597,0.0,0.075,0.147006,0.139907,0.147467,0.068148
0.172667,0.10974,0.0,0.075,0.120113,0.139907,0.12045,0.068148
0.172667,0.152597,0.0,0.075,0.102825,0.09593,0.103132,0.111973
0.163666,0.169481,0.0,0.1,0.157853,0.134164,0.158274,0.068148
0.10971,0.152597,0.0,0.1,0.146893,0.09971,0.147467,0.068148
0.1277,0.10974,0.0,0.125,0.12,0.111194,0.12045,0.068148
0.120509,0.075974,0.212121,0.075,0.074237,0.079451,0.074672,0.099602
0.118699,0.152597,0.0,0.075,0.119887,0.084396,0.12045,0.091424
0.17806,0.177922,0.212121,0.075,0.103955,0.088607,0.10424,0.126232
0.172667,0.135714,0.0,0.075,0.136271,0.139907,0.13666,0.068148
0.145689,0.203896,0.181818,0.075,0.107797,0.069509,0.108182,0.136507
0.154678,0.152597,0.0,0.075,0.147006,0.128422,0.147467,0.068148
0.1277,0.144156,0.0,0.075,0.089379,0.067169,0.089831,0.126232
0.118699,0.153896,0.212121,0.075,0.093672,0.063341,0.094154,0.126232
0.118699,0.194805,0.0,0.075,0.11096,0.063341,0.111445,0.126232
0.118699,0.153247,0.212121,0.125,0.094576,0.064343,0.095084,0.124345
0.136688,0.152597,0.0,0.075,0.12,0.093967,0.12045,0.091424
0.134891,0.150649,0.212121,0.075,0.108814,0.084249,0.109229,0.102957
0.163666,0.169481,0.0,0.075,0.157853,0.134164,0.158274,0.068148
0.194784,0.094156,0.212121,0.075,0.163277,0.228997,0.163677,0.033131
0.170857,0.122078,0.0,0.075,0.088701,0.095096,0.089,0.111973
0.17806,0.169481,0.212121,0.075,0.201017,0.184411,0.201501,0.044663
0.208634,0.152597,0.0,0.075,0.19887,0.221577,0.19925,0.039841
0.136688,0.194805,0.0,0.075,0.173898,0.116937,0.174484,0.068148
0.190645,0.194805,0.0,0.075,0.174124,0.151392,0.174484,0.068148
0.134891,0.220779,0.0,0.075,0.131864,0.07674,0.132416,0.114699
0.118699,0.118182,0.030303,0.1,0.078531,0.063341,0.079024,0.126232
0.082732,0.152597,0.0,0.075,0.092881,0.048027,0.093433,0.126232
0.154678,0.161039,0.0,0.075,0.113785,0.093967,0.114215,0.102957
0.154678,0.152597,0.0,0.075,0.147006,0.128422,0.147467,0.068148
0.136688,0.092857,0.0,0.15,0.080565,0.085133,0.080964,0.102957
0.118699,0.135714,0.0,0.1,0.085763,0.063341,0.086229,0.126232
0.154678,0.084416,0.0,0.075,0.084068,0.103538,0.084428,0.091424
0.172667,0.135714,0.0,0.075,0.136271,0.139907,0.13666,0.068148
0.208634,0.092857,0.0,0.075,0.109379,0.162877,0.109644,0.068148
0.190645,0.144156,0.0,0.075,0.141695,0.151392,0.142064,0.068148
0.181656,0.092857,0.0,0.075,0.109266,0.145649,0.109644,0.068148
0.181656,0.152597,0.0,0.075,0.120113,0.117894,0.12045,0.091424
0.298557,0.092857,0.151515,0.25,0.109605,0.220301,0.109644,0.068148
0.316546,0.253896,0.030303,0.175,0.174463,0.189675,0.174484,0.091424
0.388492,0.092857,0.454545,0.475,0.109831,0.277726,0.109644,0.068148
0.478415,0.169481,0.393939,0.525,0.201808,0.424159,0.201501,0.044663
0.298557,0.152597,0.151515,0.225,0.187797,0.280597,0.187992,0.044663
0.478415,0.377273,0.515152,0.525,0.181356,0.207344,0.181064,0.133361
0.478415,0.559091,0.545455,0.55,0.336723,0.275812,0.336585,0.091424
0.478415,0.431818,0.545455,0.525,0.206328,0.20988,0.206004,0.131264
0.478415,0.448701,0.545455,0.55,0.278305,0.275812,0.278049,0.091424
0.460426,0.38961,0.545455,0.575,0.148249,0.157772,0.147866,0.176138
0.496404,0.448701,0.545455,0.55,0.25887,0.264965,0.258537,0.101279
0.496404,0.491558,0.454545,0.525,0.279774,0.264965,0.27955,0.101279
0.496404,0.474675,0.575758,0.6,0.342712,0.336427,0.342589,0.071294
0.478415,0.525325,0.484848,0.5,0.296497,0.256032,0.29636,0.101279
0.487404,0.448701,0.484848,0.5,0.195819,0.195565,0.195497,0.146362
0.496404,0.618831,0.454545,0.55,0.699435,0.550812,0.699812,0.026421
0.496404,0.533766,0.454545,0.525,0.379435,0.336427,0.379362,0.071294
0.485074,0.601299,0.363636,0.425,0.560113,0.441018,0.560339,0.042357
0.410077,0.279221,0.424242,0.45,0.129718,0.164238,0.129456,0.148249
0.514382,0.364286,0.515152,0.575,0.315819,0.400232,0.315572,0.056406
0.514382,0.559091,0.242424,0.35,0.687458,0.610789,0.687805,0.021388
0.604317,0.661039,0.484848,0.575,0.238079,0.205414,0.237523,0.176138
0.550361,0.661039,0.545455,0.6,0.525763,0.425754,0.525704,0.056406
0.514382,0.618831,0.545455,0.575,0.260452,0.205872,0.260152,0.146362
0.505393,0.572078,0.515152,0.575,0.343503,0.290168,0.34334,0.091424
0.56835,0.661039,0.606061,0.625,0.363955,0.300696,0.363602,0.101279
0.586328,0.575974,0.606061,0.625,0.500113,0.485001,0.499974,0.049486
0.532371,0.237013,0.545455,0.45,0.058079,0.10928,0.057411,0.301111
0.514382,0.448701,0.666667,0.55,0.069605,0.069357,0.068989,0.440763
0.532371,0.491558,0.545455,0.525,0.143503,0.141821,0.142964,0.231076
0.820142,1.0,0.666667,0.75,1.0,0.808585,1.0,0.032292
0.748196,0.983117,0.606061,0.675,0.485537,0.360673,0.484878,0.112812
0.766186,1.0,0.636364,0.625,0.717401,0.541401,0.717073,0.063326
0.730219,0.872727,0.69697,0.7,0.469266,0.38109,0.468668,0.101279
0.676263,0.533766,0.666667,0.7,0.143842,0.166705,0.142964,0.251206
0.703241,0.491558,0.727273,0.8,0.133446,0.173404,0.132458,0.251206
0.712229,0.575974,0.727273,0.875,0.194463,0.222428,0.193495,0.193542
0.820142,0.618831,0.727273,0.825,0.224746,0.276875,0.223514,0.176138
0.820142,0.533766,0.69697,0.775,0.196723,0.276875,0.195497,0.176138
0.856109,0.661039,0.69697,0.85,0.238757,0.288785,0.237523,0.176138
0.820142,0.661039,0.69697,0.775,0.220678,0.255607,0.219512,0.193542
0.802153,0.491558,0.69697,0.85,0.182712,0.27092,0.181487,0.176138
0.883087,0.512338,0.727273,0.8,0.222486,0.348922,0.221139,0.145104
0.946044,0.377273,0.727273,0.8,0.170734,0.373115,0.169105,0.145104
0.928054,0.575974,0.69697,0.8,0.21096,0.312606,0.209507,0.176138
0.073743,0.618831,0.69697,0.775,0.205763,0.026121,0.206505,0.193542
0.073743,0.618831,0.666667,0.7,0.127571,0.009489,0.128255,0.326064
0.118699,0.830519,0.575758,0.65,0.270847,0.039945,0.271544,0.193542
0.892088,0.914935,0.666667,0.775,0.571638,0.539008,0.570732,0.08052
0.910065,1.0,0.666667,0.75,0.710847,0.630842,0.710106,0.064374
0.604317,0.322078,0.666667,0.8,0.091299,0.14884,0.090432,0.251206
